coptic,greek
ⲕⲁⲧⲁⲗⲁⲥⲉ,καταλλασσω
ⲕⲁⲧⲁⲗⲩⲉ,καταλυω
ⲕⲁⲧⲁⲛⲉⲩⲉ,κατανευω
ⲕⲁⲧⲁⲛⲟⲏⲥⲓⲥ,κατανοησις
ⲕⲁⲧⲁⲛⲟⲓ,κατανοεω
ⲕⲁⲧⲁⲛⲧⲁ,κατανταω
ⲕⲁⲧⲁⲝⲓⲟⲩ,καταξιοω
ⲕⲁⲧⲁⲡⲁⲧⲓ,καταπατεω
ⲕⲁⲧⲁⲡⲉⲧⲁⲥⲙⲁ,καταπετασμα
ⲕⲁⲧⲁⲡⲗⲁⲥⲙⲁ,καταπλασμα
ⲕⲁⲧⲁⲡⲗⲁⲥⲥⲉ,καταπλασσω
ⲕⲁⲧⲁⲣⲁ,καταρα
ⲕⲁⲧⲁⲣⲅⲉⲓ,καταργεω
ⲕⲁⲧⲁⲣⲭⲏ,καταρχη
ⲕⲁⲧⲁⲥⲕⲉⲩⲏ,κατασκευη
ⲕⲁⲧⲁⲥⲕⲟⲡⲟⲥ,κατασκοπος
ⲕⲁⲧⲁⲥⲡⲟⲣⲁ,κατασπορα
ⲕⲁⲧⲁⲥⲧⲁⲥⲓⲥ,καταστασις
ⲕⲁⲧⲁⲧⲁⲝⲓⲥ,καταταξις
ⲕⲁⲧⲁⲫⲣⲟⲛⲉⲓ,καταφρονεω
ⲕⲁⲧⲁⲫⲣⲟⲛⲏⲥⲓⲥ,καταφρονησις
ⲕⲁⲧⲁⲫⲣⲟⲛⲏⲧⲏⲥ,καταφρονητης
ⲕⲁⲧⲁⲹⲣⲁⲕⲧⲏⲥ,καταρακτης
ⲕⲁⲧⲉⲭⲉ,κατεχω
ⲕⲁⲧⲏⲅⲟⲣⲉⲓ,κατηγορεω
ⲕⲁⲧⲏⲅⲟⲣⲓⲁ,κατηγορια
ⲕⲁⲧⲏⲅⲟⲣⲓⲛ,κατηγορεω
ⲕⲁⲧⲏⲅⲟⲣⲟⲥ,κατηγορος
ⲕⲁⲧⲏⲛⲏ,κατηνα
ⲕⲁⲧⲏⲭⲏ,κατεχω
ⲕⲁⲧⲓⲗⲁ,κοτυλη
ⲕⲁⲧⲟⲣⲑⲟⲩ,κατορθοω
ⲕⲁⲧⲟⲣⲑⲱⲙⲁ,κατορθωμα
ⲕⲁⲧⲟⲥ,καδος
ⲕⲁⲧⲟⲭⲏ,κατοχη
ⲕⲁⲧⲟⲭⲟⲥ,κατοχος
ⲕⲁⲩⲙⲁ,καυμα
ⲕⲁⲩⲥⲱⲛ,καυσων
ⲕⲁⲩⲧⲏⲣⲓⲍⲉ,καυτηριζω
ⲕⲁⲫⲱⲣⲁ,καφουρα
ⲕⲁⲯⲁ,καψα
ⲕⲉⲃⲉⲣⲛⲓⲧⲏⲥ,κυβερνητης
ⲕⲉⲃⲓⲱⲛ,καβιον
ⲕⲉⲇⲟⲛⲓⲁ,γειτνια
ⲕⲉⲇⲣⲟⲥ,κεδρος
ⲕⲉⲕⲗⲉⲩⲧⲏⲥ,κυκλευτης
ⲕⲉⲗⲉⲩⲉ,κελευω
ⲕⲉⲗⲉⲩⲉⲥⲑⲁⲓ,κελευω
ⲕⲉⲗⲉⲩⲓⲛ,κελευω
ⲕⲉⲗⲉⲩⲙⲁ,κελευμα
ⲕⲉⲗⲉⲩⲥⲓⲥ,κελευσις
ⲕⲉⲗⲓⲥⲧⲣⲁ,κυλιστρα
ⲕⲉⲛⲉⲅⲓⲟⲥ,κυνηγος
ⲕⲉⲛⲛⲁⲃⲉⲣⲉⲟⲥ,κινναβρι
ⲕⲉⲛⲟⲇⲟⲝⲟⲥ,κενοδοξος
ⲕⲉⲛⲟⲕⲉⲫⲁⲗⲟⲛ,κυνοκεφαλος
ⲕⲉⲛⲧⲉⲣⲓⲟⲛ,κεντυριων
ⲕⲉⲛⲧⲏⲛⲁⲣⲓⲟⲛ,κεντηναριον
ⲕⲉⲡⲉⲗⲉⲟⲥ,καππαρις
ⲕⲉⲣⲁ,κεραννυμι
ⲕⲉⲣⲁⲍⲉ,κεραννυμι
ⲕⲉⲣⲁⲓⲁ,κειρια
ⲕⲉⲣⲁⲙⲉⲩⲥ,κεραμευς
ⲕⲉⲣⲁⲡⲧⲉⲥ,κηριαπτης
ⲕⲉⲣⲁⲥⲙⲁ,κερασμα
ⲕⲉⲣⲁⲧⲥⲉ,κερατιον
ⲕⲉⲣⲃⲟⲩ,κερβερος
ⲕⲉⲣⲉⲁ,κειρια
ⲕⲉⲣⲉⲓⲁ,κειρια
ⲕⲉⲣⲙⲁ,κερμα
ⲕⲉⲣⲱⲛ,κηριων
ⲕⲉⲥⲧⲱⲛⲁⲣⲓⲟⲥ,κυαιστιωναριος
ⲕⲉⲧⲱⲛ,κοιτων (ii)
ⲕⲉⲫⲁⲗⲁⲓⲟⲛ,κεφαλαιον
ⲕⲉⲫⲁⲗⲁⲓⲱⲧⲏⲥ,κεφαλαιωτης
ⲕⲉⲫⲁⲗⲓⲥ,κεφαλις
ⲕⲏⲙⲉⲣⲓⲁⲣⲭⲏⲥ,κειμηλιαρχης
ⲕⲏⲙⲏⲧⲉⲣⲓⲟⲛ,κοιμητηριον
ⲕⲏⲛⲥⲟⲥ,κηνσος
ⲕⲏⲛⲱⲧⲏⲥ,κοινοτης
ⲕⲏⲡⲟⲥ,κηπος
ⲕⲏⲡⲟⲩⲣⲟⲥ,κηπουρος
ⲕⲏⲣⲟⲩ,κηρος
ⲕⲏⲣⲩⲅⲙⲁ,κηρυγμα
ⲕⲏⲣⲩⲝ,κηρυξ
ⲕⲏⲣⲩⲥⲥⲉ,κηρυσσω
ⲕⲏⲧⲟⲥ,κητος
ⲕⲏⲫⲉⲟⲥ,κυφι
ⲕⲑⲉⲛⲟⲥ,κτεις
ⲕⲓⲃⲱⲧⲟⲥ,κιβωτος
ⲕⲓⲇⲁⲣⲓⲥ,κιδαρις
ⲕⲓⲇⲣⲓⲟⲛ,κιτριον
ⲕⲓⲑⲁⲣⲁ,κιθαρα
ⲕⲓⲑⲁⲣⲱⲧⲟⲥ,κιθαρωδος
ⲕⲓⲕⲓⲥ,κικι
ⲕⲓⲙⲓⲛⲟⲩ,κυμινον
ⲕⲓⲛⲁⲙⲟⲛ,κινναμον
ⲕⲓⲛⲇⲩⲛⲉⲩⲉ,κινδυνευω
ⲕⲓⲛⲇⲩⲛⲟⲥ,κινδυνος
ⲕⲓⲛⲏⲥⲁⲓ,κινεω
ⲕⲓⲛⲏⲥⲓⲥ,κινησις
ⲕⲓⲛⲛⲁⲙⲱⲙⲟⲛ,κινναμωμον
ⲕⲓⲟⲛ,κιων
ⲕⲓⲥⲓⲣⲉⲟⲥ,κισηρις
ⲕⲓⲥⲥⲟⲥ,κισσος
ⲕⲓⲧⲣⲁ,κιτρεα
ⲕⲗⲁⲃⲉⲕⲟⲗⲗⲁⲣⲓⲟⲥ,κλαβικουλαριος
ⲕⲗⲁⲇⲟⲥ,κλαδος
ⲕⲗⲁⲥⲙⲁ,κλασμα
ⲕⲗⲁⲥⲙⲁⲧⲓⲍⲉ,κλασματιξω
ⲕⲗⲁⲩⲕⲓⲟⲩ,γλαυκιον
ⲕⲗⲏⲙⲁ,κλημα
ⲕⲗⲏⲣⲓⲕⲟⲥ,κληρικος
ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ,κληρονομεω
ⲕⲗⲏⲣⲟⲛⲟⲙⲓⲁ,κληρονομια
ⲕⲗⲏⲣⲟⲛⲟⲙⲓⲛ,κληρονομεω
ⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ,κληρονομος
ⲕⲗⲏⲣⲟⲥ,κληρος
ⲕⲗⲏⲣⲟⲩ,κληροω
ⲕⲗⲏⲩⲭⲱⲛ,γλευκος
ⲕⲗⲓⲙⲁ,κλιμα
ⲕⲗⲟⲡⲏ,κλοπη
ⲕⲟⲇⲣⲁⲛⲧⲏⲥ,κοδραντης
ⲕⲟⲓⲗⲁⲥ,κοιλας
ⲕⲟⲓⲗⲓⲁ,κοιλια
ⲕⲟⲓⲛⲟⲃⲓⲟⲥ,κοινοβιος
ⲕⲟⲓⲛⲟⲛ,κοινον
ⲕⲟⲓⲛⲟⲥ,κοινος
ⲕⲟⲓⲛⲱⲛⲉⲓ,κοινωνεω
ⲕⲟⲓⲛⲱⲛⲓ,κοινωνεω
ⲕⲟⲓⲛⲱⲛⲓⲁ,κοινωνια
ⲕⲟⲓⲛⲱⲛⲟⲥ,κοινωνος
ⲕⲟⲓⲧⲱⲛ,κοιτων (i)
ⲕⲟⲕⲕⲓⲛⲟⲥ,κοκκινος
ⲕⲟⲕⲕⲟⲥ,κοκκος
ⲕⲟⲗ’ⲗⲩⲃⲓⲥⲧⲏⲥ,κολλυβιστης
ⲕⲟⲗⲁⲍⲉ,κολαζω
ⲕⲟⲗⲁⲕⲉⲩⲉ,κολακευω
ⲕⲟⲗⲁⲕⲓⲁ,κολακεια
ⲕⲟⲗⲁⲥⲉⲥⲑⲁⲓ,κολαζω
ⲕⲟⲗⲁⲥⲓⲥ,κολασις
ⲕⲟⲗⲁⲥⲧⲏⲣⲓⲟⲛ,κολαστηριον
ⲕⲟⲗⲏⲣⲓⲟⲛ,κολλυριον
ⲕⲟⲗⲗⲁ,κολλαω
ⲕⲟⲗⲗⲁⲑⲉ,κολλαθον
ⲕⲟⲗⲗⲁⲣⲓⲟⲛ,κολλαριον
ⲕⲟⲗⲗⲏⲕⲟⲛ,κολληγιον
ⲕⲟⲗⲗⲓⲟⲛ,κολλυριον
ⲕⲟⲗⲗⲟⲧⲓⲕⲏ,κολλητικος
ⲕⲟⲗⲟⲃⲟⲥ,κολοβος
ⲕⲟⲗⲟⲫⲱⲛⲓⲁⲥ,κολοφωνια
ⲕⲟⲗⲡⲟⲥ,κολπος
ⲕⲟⲗⲩⲙⲃⲏⲑⲣⲁ,κολυμβηθρα
ⲕⲟⲙⲁⲣⲓⲟⲛ,κωμαριον
ⲕⲟⲙⲁⲣⲓⲧⲏⲥ,κωμαριτης
ⲕⲟⲙⲉⲥ,κομης
ⲕⲟⲙⲏⲛⲧⲁⲣⲓⲥⲓⲟⲥ,κομμενταρησιος
ⲕⲟⲙⲏⲧⲁⲧⲟⲛ,κομιτατoν
ⲕⲟⲙⲙⲉ,κομμι
ⲕⲟⲙⲡⲗⲉⲩⲥⲓⲥ,κομπλευσις
ⲕⲟⲛⲇⲣⲁⲛⲧⲏⲥ,κονδραντης
ⲕⲟⲛⲓⲁ,κονια
ⲕⲟⲛⲧⲁⲣⲓⲟⲛ,κονταριον
ⲕⲟⲡⲣⲓⲁ,κοπρια
ⲕⲟⲡⲣⲟⲥ,κοπρος
ⲕⲟⲣⲃⲁⲛ,κορβαν
ⲕⲟⲣⲏ,κορη
ⲕⲟⲣⲓⲛⲑⲓⲟⲥ,κορινθιος
ⲕⲟⲣⲓⲛⲑⲟⲥ,κορινθος
ⲕⲟⲣⲝ,κοραξ
ⲕⲟⲥⲙⲉⲓ,κοσμεω
ⲕⲟⲥⲙⲉⲓⲥⲑⲁⲓ,κοσμεω
ⲕⲟⲥⲙⲏⲥⲓⲥ,κοσμησις
ⲕⲟⲥⲙⲓⲁ,κοσμιος
ⲕⲟⲥⲙⲓⲕⲟⲛ,κοσμικος
ⲕⲟⲥⲙⲓⲕⲟⲥ,κοσμικος
ⲕⲟⲥⲙⲟⲕⲣⲁⲧⲱⲣ,κοσμοκρατωρ
ⲕⲟⲥⲙⲟⲡⲟⲓⲟⲥ,κοσμοποιος
ⲕⲟⲥⲙⲟⲥ,κοσμος
ⲕⲟⲩⲕⲗⲓⲟⲛ,κουκλιον
ⲕⲟⲩⲗⲁⲑⲉ,κολλαθον
ⲕⲟⲩⲙⲫⲟⲥ,κουφος (i)
ⲕⲟⲩⲝ,κοⲓξ
ⲕⲟⲩⲣⲓⲥ,καρις
ⲕⲟⲩⲣⲕⲟⲃⲓⲛ,κουκουρβιτα
ⲕⲟⲩⲣⲥⲟⲛ,κουρσωρ
ⲕⲟⲩⲫⲓⲍⲉ,κουφιζω
ⲕⲟⲩⲫⲟⲛ,κουφον
ⲕⲟⲩⲫⲟⲥ,κουφος (ii)
ⲕⲟⲩⲫⲱⲛ,κουφος (ii)
ⲕⲟⲩⲳ,κοστος
ⲕⲟⲭⲗⲓⲁⲣⲓⲛ,κοχλιαριον
ⲕⲣⲁⲛⲓⲟⲛ,κρανιον
ⲕⲣⲁⲥⲓⲥ,κρασις
ⲕⲣⲁⲧⲏⲣ,κρατηρ
ⲕⲣⲁⲧⲟⲥ,κρατος
ⲕⲣⲁⲩⲅⲏ,κραυγη
ⲕⲣⲏⲕⲧⲏⲣⲓⲟⲛ,κρατηριον
ⲕⲣⲏⲧⲉⲥ,κρης
ⲕⲣⲓⲙⲁ,κριμα
ⲕⲣⲓⲛⲉ,κρινω
ⲕⲣⲓⲛⲓⲛ,κρινω
ⲕⲣⲓⲛⲟⲛ,κρινον
ⲕⲣⲓⲥ,χειρις
ⲕⲣⲓⲥⲓⲥ,κρισις
ⲕⲣⲓⲧⲏⲣⲓⲟⲛ,κριτηριον
ⲕⲣⲓⲧⲏⲥ,κριτης
ⲕⲣⲟⲕⲟⲥ,κροκος
ⲕⲣⲟⲕⲟⲩ,κροκος
ⲕⲣⲟⲕⲟⲩⲙⲁⲅⲙⲁⲧⲟⲥ,κροκομαγμα
ⲕⲣⲩⲥⲑⲁⲗⲟⲓⲥ,κρυσταλλος
ⲕⲣⲩⲥⲧⲁⲗⲗⲟⲛ,κρυσταλλος
ⲕⲣⲩⲥⲧⲁⲗⲗⲟⲥ,κρυσταλλος
ⲕⲧⲁⲥⲑⲁⲓ,κταομαι
ⲕⲧⲏⲙⲁ,κτημα
ⲕⲧⲓⲥⲓⲥ,κτισις
ⲕⲧⲓⲥⲙⲁ,κτισμα
ⲕⲩ,κυριος
ⲕⲩⲁⲙⲟⲩ,κυαμος
ⲕⲩⲇⲁⲣⲓⲧⲏⲥ,κιδαριτης
ⲕⲩⲕⲗⲟⲥ,κυκλος
ⲕⲩⲗⲓⲥⲓⲥ,κυλισις
ⲕⲩⲗⲗⲟⲥ,κυλλος
ⲕⲩⲙⲃⲁⲗⲟⲛ,κυμβαλον
ⲕⲩⲙⲏⲗⲓⲟⲛ,κειμηλιον
ⲕⲩⲛⲟⲕⲉⲫⲁⲗⲟⲛ,κυνοκεφαλον
ⲕⲩⲡⲁⲣⲓⲥⲥⲟⲥ,κυπαρισσος
ⲕⲩⲡⲏ,κυπη
ⲕⲩⲡⲣⲓⲟⲥ,κυπριος
ⲕⲩⲡⲣⲟⲥ,κυπρος
ⲕⲩⲣⲏⲛⲁⲓⲟⲥ,κυρηναιος
ⲕⲩⲣⲓⲁⲕⲏ,κυριακη
ⲕⲩⲣⲓⲉⲩⲉ,κυριευω
ⲕⲩⲣⲓⲉⲩⲉⲥⲑⲁⲓ,κυριευω
ⲕⲩⲣⲓⲱⲥ,κυριως
ⲕⲩⲣⲟⲥ,κυρος
ⲕⲩⲣⲟⲩ,κυροω
ⲕⲱⲗⲩⲉ,κωλυω
ⲕⲱⲙⲉⲱⲥ,κομμι
ⲕⲱⲙⲏ,κωμη
ⲕⲱⲡⲓⲥ,κοπις
ⲕⲱⲣⲉⲝ,κοραξ
ⲕⲱⲥⲧⲱⲿⲁ,κουστωδια
ⲕⲱⲧⲱⲛ,κωθων
ⲕⲱⲫⲟⲛ,κωφος
ⲕⲱⲫⲟⲥ,κωφος
ⲗⲁⲓⲕⲟⲥ,λαⲓκος
ⲗⲁⲕⲁⲛⲏ,λαγηνα
ⲗⲁⲕⲕⲟⲥ,λακκος
ⲗⲁⲕⲟⲛ,λακον
ⲗⲁⲕⲧⲓⲍⲉ,λακτιζω
ⲗⲁⲗⲓⲁ,λαλια
ⲗⲁⲙⲡⲁⲥ,λαμπας
ⲗⲁⲙⲡⲉⲩⲉ,λαμπευω
ⲗⲁⲙⲡⲏⲇⲱⲛ,λαμπηδων
ⲗⲁⲙⲡⲣⲟⲛ,λαμπρος
ⲗⲁⲙⲡⲣⲟⲧⲁⲧⲟⲥ,λαμπροτατος
ⲗⲁⲙⲡⲣⲟⲧⲏⲥ,λαμπροτης
ⲗⲁⲙⲯⲁⲛⲉ,λαμψανη
ⲗⲁⲛⲑⲁⲛⲉ,λανθανω
ⲗⲁⲟⲥ,λαος
ⲗⲁⲡⲯⲁⲛ,λαψανη
ⲗⲁⲩⲣⲁ,λαυρα
ⲗⲉⲃⲏⲥ,λεβης
ⲗⲉⲅⲅⲉⲓⲣⲓⲟⲛ,λυγγουριον
ⲗⲉⲅⲉⲱⲛ,λεγεων
ⲗⲉⲓⲧⲟⲩⲣⲅⲓⲁ,λειτουργια
ⲗⲉⲓⲧⲟⲩⲣⲅⲟⲥ,λειτουργος
ⲗⲉⲕⲧⲟⲩⲙⲉⲛⲟⲥ,λακεδαιμονιος
ⲗⲉⲛⲧⲓⲟⲛ,λεντιον
ⲗⲉⲝ,λεξις
ⲗⲉⲝⲓⲥ,λεξις
ⲗⲉⲟⲡⲁⲣⲇⲁⲗⲓⲥ,λεοπαρδαλις
ⲗⲉⲡⲓⲇⲟⲥ,λεπις
ⲗⲉⲡⲧⲟⲛ,λεπτον
ⲗⲉⲥⲭⲏ,λεσχη
ⲗⲉⲩⲓⲧⲏⲥ,λευιτης
ⲗⲉⲩⲕⲏ,λευκη
ⲗⲉⲩⲕⲏ,λευκοω
ⲗⲉⲩⲕⲟⲛ,λευκος
ⲗⲉⲩⲕⲟⲩ,λευκος
ⲗⲉⲩⲕⲱⲙⲁ,λευκωμα
ⲗⲏⲅⲓⲟⲛ,λυκιον
ⲗⲏⲕⲟⲥ,λυκος
ⲗⲏⲙⲙⲁ,λημμα
ⲗⲏⲥⲧⲏⲣⲓⲟⲛ,ληστηριον
ⲗⲏⲥⲧⲏⲥ,ληστης
ⲗⲏⲭⲏ,λειχην
ⲗⲓⲃⲁⲛⲟⲥ,λιβανος
ⲗⲓⲃⲁⲛⲟⲩ,λιβανος
ⲗⲓⲃⲉⲣⲧⲓⲛⲟⲥ,λιβερτινος
ⲗⲓⲑⲁⲣⲕⲉⲣⲟⲛ,λιθαργυρος
ⲗⲓⲑⲁⲣⲕⲩⲣⲟⲩ,λιθαργυρος
ⲗⲓⲑⲟⲩ,λιθος
ⲗⲓⲕⲛⲟⲛ,λικνον
ⲗⲓⲙⲏⲛ,λιμην (ii)
ⲗⲓⲙⲛⲏ,λιμνη
ⲗⲓⲧⲟⲩⲣⲅⲉⲓ,λειτουργεω
ⲗⲓⲧⲟⲩⲣⲅⲓⲁ,λειτουργια
ⲗⲓⲧⲟⲩⲣⲅⲓⲕⲟⲛ,λειτουργικος
ⲗⲓⲧⲣⲁ,λιτρα
ⲗⲓⲭⲛⲟⲥ,λυχνος
ⲗⲓⲯⲁⲛⲟⲛ,λειψανον
ⲗⲟⲅⲏ,λογη
ⲗⲟⲅⲓⲍⲉ,λογιζομαι
ⲗⲟⲅⲓⲕⲏ,λογικος
ⲗⲟⲅⲓⲕⲟⲛ,λογικος
ⲗⲟⲅⲓⲕⲟⲥ,λογικος
ⲗⲟⲅⲓⲥⲙⲟⲥ,λογισμος
ⲗⲟⲅⲟⲅⲉⲛⲏⲥ,λογογενης
ⲗⲟⲅⲟⲅⲣⲁⲫⲟⲥ,λογογραφος
ⲗⲟⲅⲟⲥ,λογος
ⲗⲟⲅⲣⲫⲏ,λογογραφεω
ⲗⲟⲅⲭⲏ,λογχη
ⲗⲟⲅⲭⲓⲍⲉ,λογχιζω
ⲗⲟⲓⲙⲟⲥ,λοιμος
ⲗⲟⲓⲡⲁⲥ,λοιπας
ⲗⲟⲓⲡⲟⲛ,λοιπον
ⲗⲟⲕⲟⲻⲓ,ολοκοττινος
ⲗⲟⲣⲟⲥ,λωρος
ⲗⲟⲩⲡⲁⲥ,λοπας
ⲗⲟⲩⲥⲓⲙⲟⲛ,λυσιμον
ⲗⲟⲩⲧⲏⲣ,λουτηρ
ⲗⲟⲩⲧⲏⲣⲓⲟⲛ,λουτηριον
ⲗⲩⲕⲁⲟⲛⲓⲥⲧⲓ,λυκαονιστι
ⲗⲩⲙⲏⲛ,λιμην (i)
ⲗⲩⲡⲉⲓ,λυπεω
ⲗⲩⲡⲉⲓⲥⲑⲁⲓ,λυπεω
ⲗⲩⲡⲏ,λυπη
ⲗⲩⲭⲛⲓⲁ,λυχνια
ⲗⲩⲭⲛⲓⲕⲟⲛ,λυχνικον
ⲗⲱⲧⲓⲝ,λωδιξ
ⲙⲁⲅⲁⲛⲟⲛ,μαγγανον
ⲙⲁⲅⲇⲁⲗⲏⲛⲏ,μαγδαληνη
ⲙⲁⲅⲉⲓⲁ,μαγεια
ⲙⲁⲅⲉⲩⲉ,μαγευω
ⲙⲁⲅⲓⲣⲟⲥ,μαγειρος
ⲙⲁⲅⲟⲥ,μαγος
ⲙⲁⲅⲟⲩⲥⲁⲓⲟⲥ,μαγουσαιος
ⲙⲁⲑⲏⲙⲁⲧⲁ,μαθημα
ⲙⲁⲑⲏⲧⲉⲩⲉ,μαθητευω
ⲙⲁⲑⲏⲧⲏⲥ,μαθητης
ⲙⲁⲑⲏⲧⲣⲓⲁ,μαθητρια
ⲙⲁⲕⲁⲓⲣⲟⲥ,μαγειρος
ⲙⲁⲕⲁⲣⲓⲁ,μακαριος
ⲙⲁⲕⲁⲣⲓⲍⲉ,μακαριζω
ⲙⲁⲕⲁⲣⲓⲟⲛ,μακαριος
ⲙⲁⲕⲁⲣⲓⲟⲥ,μακαριος
ⲙⲁⲕⲁⲣⲓⲟⲧⲏⲥ,μακαριοτης
ⲙⲁⲕⲁⲣⲓⲥⲙⲟⲥ,μακαρισμος
ⲙⲁⲕⲁⲣⲓⲱⲧⲁⲧⲟⲥ,μακαριωτατος
ⲙⲁⲕⲓⲥ,μαγις
ⲙⲁⲗⲁⲃⲁⲑⲣⲟⲛ,μαλαβαθρον
ⲙⲁⲗⲁⲕⲟⲥ,μαλακος
ⲙⲁⲗⲁⲕⲧⲱⲛ,μαλακτων
ⲙⲁⲗⲁⲥⲥⲉ,μαλασσω
ⲙⲁⲗⲓⲥⲧⲁ,μαλιστα
ⲙⲁⲗⲗⲟⲛ,μαλλον
ⲙⲁⲙⲱⲛⲁⲥ,μαμωνας
ⲙⲁⲛⲅⲁⲛⲟⲛ,μαγγανον
ⲙⲁⲛⲓⲁ,μανια
ⲙⲁⲛⲛⲁ,μαννα (i)
ⲙⲁⲛⲧⲁⲕⲏ,μανδακης
ⲙⲁⲛⲧⲓⲟⲛ,μαντειον
ⲙⲁⲡⲡⲁ,μαππα
ⲙⲁⲣⲅⲁⲣⲓⲧⲏⲥ,μαργαριτης
ⲙⲁⲣⲧⲩⲣⲉⲥⲑⲁⲓ,μαρτυρεω
ⲙⲁⲣⲧⲩⲣⲓⲁ,μαρτυρια
ⲙⲁⲣⲧⲩⲣⲓⲍⲉ,μαρτυριζω
ⲙⲁⲣⲧⲩⲣⲓⲕⲟⲛ,μαρτυρικος
ⲙⲁⲣⲧⲩⲣⲓⲛ,μαρτυρεω
ⲙⲁⲣⲧⲩⲣⲓⲟⲛ,μαρτυριον
ⲙⲁⲣⲧⲩⲣⲟⲗⲟⲅⲓⲟⲛ,μαρτυρολογιον
ⲙⲁⲣⲧⲩⲣⲟⲥ,μαρτυρος
ⲙⲁⲣⲧⲩⲥ,μαρτυς
ⲙⲁⲣⳇ,μαρτυρεω
ⲙⲁⲥⲟⲩⲣ,μασουριον
ⲙⲁⲥⲧⲓⲅⲓⲥ,μαστιχη
ⲙⲁⲥⲧⲓⲅⲝ,μαστιξ
ⲙⲁⲥⲧⲓⲅⲟⲓⲛ,μαστιγοω
ⲙⲁⲥⲧⲓⲅⲟⲩ,μαστιγοω
ⲙⲁⲥⲧⲓⲕⲟⲥ,μαστιγος
ⲙⲁⲥⲧⲓⲭⲓⲛ,μαστιχη
ⲙⲁⲥⲿⲭⲁⲓ,μαστιχη
ⲙⲁⲥⲿⲭⲉ,μαστιχη
ⲙⲁⲧⲣⲱⲛⲁ,ματρωνα
ⲙⲁⲩⲗⲓⲍⲉ,μαυλιζω
ⲙⲉⲅⲉⲑⲟⲥ,μεγεθος
ⲙⲉⲅⲓⲥⲧⲁⲛⲟⲥ,μεγιστανος
ⲙⲉⲍⲉⲧⲉⲓⲁ,μεσιτεια
ⲙⲉⲓⲗⲓⲟⲛ,μειλιον
ⲙⲉⲗⲁ,μελα
ⲙⲉⲗⲁⲛ,μελαν
ⲙⲉⲗⲁⲛⲟⲥ,μελανος
ⲙⲉⲗⲉⲧⲁ,μελεταω
ⲙⲉⲗⲉⲧⲏ,μελετη
ⲙⲉⲗⲉⲧⲏⲥⲓⲥ,μελετησις
ⲙⲉⲗⲉⲧⲟⲛ,μελεταω
ⲙⲉⲗⲓ,μελω
ⲙⲉⲗⲓⲗⲓⲧⲟⲛ,μελιλωτον
ⲙⲉⲗⲟⲅⲣⲁⲫⲟⲥ,μελογραφος
ⲙⲉⲗⲟⲡⲉⲡⲱⲛ,μηλοπεπων
ⲙⲉⲗⲟⲥ,μελος
ⲙⲉⲙⲯⲩⲥⲓⲥ,μεμψις
ⲙⲉⲛ,μεν
ⲙⲉⲛⲉⲩⲉ,μηνυω
ⲙⲉⲛⲧⲟⲓ,μεντοι
ⲙⲉⲣⲓⲍⲉ,μεριζω
ⲙⲉⲣⲓⲕⲟⲛ,μερικος
ⲙⲉⲣⲓⲕⲟⲥ,μερικος
ⲙⲉⲣⲓⲙⲛⲁ,μεριμναω
ⲙⲉⲣⲓⲥ,μερις
ⲙⲉⲣⲓⲥⲙⲟⲥ,μερισμος
ⲙⲉⲣⲟⲥ,μερος
ⲙⲉⲣⲣⲁ,μοιρα
ⲙⲉⲥⲁⲥⲉ,μεσαζω
ⲙⲉⲥⲏⲙⲃⲣⲓⲁ,μεσημβρια
ⲙⲉⲥⲓⲧⲏⲥ,μεσιτης
ⲙⲉⲥⲟⲥ,μεσος
ⲙⲉⲥⲟⲧⲏⲥ,μεσοτης
ⲙⲉⲥⲟⲩⲣⲁⲛⲏⲙⲁ,μεσουρανημα
ⲙⲉⲧⲁ,μετα
ⲙⲉⲧⲁⲃⲟⲗⲏ,μεταβολη
ⲙⲉⲧⲁⲅⲅⲓⲥⲙⲟⲥ,μεταγγισμος
ⲙⲉⲧⲁⲗⲗⲟⲛ,μεταλλον
ⲙⲉⲧⲁⲙⲟⲣⲫⲟⲩ,μεταμορφοω
ⲙⲉⲧⲁⲛⲟⲉⲓ,μετανοεω
ⲙⲉⲧⲁⲛⲟⲓⲁ,μετανοια
ⲙⲉⲧⲉⲭⲉ,μετεχω
ⲙⲉⲧⲟⲩⲥⲓⲁ,μετουσια
ⲙⲉⲧⲟⲭⲟⲥ,μετοχος
ⲙⲉⲧⲣⲏⲧⲏⲥ,μετρητης
ⲙⲉⲧⲣⲟⲛ,μετρον
ⲙⲏ,μη
ⲙⲏⲃⲣⲁⲛⲟⲛ,μεμβρανον
ⲙⲏⲇⲟⲥ,μηδος
ⲙⲏⲗⲁ,μηλον
ⲙⲏⲡⲟⲧⲉ,μηποτε
ⲙⲏⲡⲱⲥ,μηπως
ⲙⲏⲣⲟⲥ,μηρος
ⲙⲏⲧⲓ,μητι
ⲙⲏⲧⲣⲁ,μητρα
ⲙⲏⲧⲣⲟⲡⲁⲧⲱⲣ,μητροπατωρ
ⲙⲏⲧⲣⲟⲡⲟⲗⲓⲥ,μητροπολις
ⲙⲏⲭⲁⲛⲏ,μηχανη
ⲙⲏⲭⲁⲛⲏⲕⲟⲛ,μηχανικος
ⲙⲓⲅⲙⲁ,μιγμα
