hebrew,greek,count
משפחת,πατριοσ,2
שפט,γραμματευσ,2
חורי,ουρι,2
שרונ,σαρων,2
דרכי,τεινω,2
ירמיה,ιερμια,2
הודויה,ωδουια,2
שמות,ονομαστοσ,2
יזנו,πορνευω,2
פלנסר,θαγλαθφαλνασαρ,2
גוזנ,γωζαν,2
יהוצדק,ιωσαδακ,2
גרשמ,γεδσων,2
אבות,πατρια,2
יהמ,πατρια,2
שיר,οργανοισ,2
ברכיהו,βαραχια,2
מלכיה,μελχια,2
שמר,σεμμηρ,2
מקלט,φυγαδευτηριων,2
עלמת,γαλεμεθ,2
חורונ,βαιθωρων,2
קדש,κεδεσ,2
יעזיר,ιαζηρ,2
יזרחיה,ιεζρια,2
הרבו,επληθυναν,2
יועש,ιωασ,2
ירמות,ιεριμωθ,2
ענתות,αναθωθ,2
צלפחד,σαλπααδ,2
אולמ,ουλαμ,2
בריעה,βεριγα,2
חבר,χαβερ,2
צופח,σωφα,2
ברורימ,εκλεκτοσ,2
נעמנ,νοομα,2
אלפעל,αλφααλ,2
ששק,σωσηκ,2
ירמות,ιαριμωθ,2
יקימ,ιακιμ,2
עדיה,αδαια,2
גדור,γεδουρ,2
מקלות,μακαλωθ,2
מריב,μεριβααλ,2
בעל,μεριβααλ,2
מיכה,μιχια,2
יהועדה,ιωιαδα,2
יהוידע,ιωιαδα,2
מוצא,μαισα,2
מיצא,μαισα,2
בנעא,βαανα,2
בכרו,πρωτοτοκοσ,2
מעל,ανομιαισ,2
אמר,εμμηρ,2
חשביה,ασαβια,2
גלל,γαλαλ,2
נטופתי,νετωφατι,2
קרחימ,κορι,2
עבודה,λειτουργια,2
יהמ,αυλαι,2
גברי,δυνατοσ,2
לשכות,παστοφοριων,2
בשמימ,αρωμα,2
מתתיה,ματταθιασ,2
מקלות,μακελλωθ,2
בעל,μαριβααλ,2
יערה,ιασ,2
יעדה,ιασ,2
מוצא,μασα,2
יעזבו,καταλειπω,2
בשר,ευαγγελιζω,2
גלעד,κατοικου,2
שאול,επερωταω,2
דרוש,ζητεω,2
דויד,βασιλευσ,2
יבוס,ιεβουσ,2
חכמוני,αχαμανι,2
שלישימ,τριακοντα,2
עורר,σπαω,2
אחת,καιροσ,2
צר,πετρα,2
יתאו,επιθυμεω,2
עקש,εκκησ,2
השמ,βενναιασ,2
השמ,οσομ,2
הררי,αραρι,2
יתרי,ιεθηρι,2
יושפט,ιωσαφατ,2
ציקלג,σωκλαγ,2
ישבעמ,ιεσβοαμ,2
מנ,υιοσ,2
אלפ,χιλιοσ,2
יו,κρηπι,2
עמקימ,αυλοσ,2
פנ,απαντησισ,2
יהמ,απαντησισ,2
עמשי,αμασαι,2
נפלו,προσχωρεω,2
מחנה,δυναμισ,2
שמונה,οκτακοσιοι,2
שמונה,δεκα,2
יהמ,αρχη,2
יוצאי,εκπορευομαι,2
מלחמה,πολεμικοσ,2
לב,ετεροκλινω,2
נגיד,ηγουμενω,2
דרשנ,ζητεω,2
הביא,εισενεγκαι,2
יולד,τικτω,2
פרצימ,διακοπη,2
פרצימ,φαρασιν,2
בכאימ,απειμι,2
יכנ,ετοιμαζω,2
כתוב,γραφη,2
עני,ωνι,2
עזיהו,οζιασ,2
השמיע,ακουω,2
כנניהו,χωνενια,2
משא,ωδω,2
מבינ,συνετοσ,2
הודות,εξομολογει,2
יחזיאל,οζιηλ,2
יו,επιτηδευμα,2
זמרו,υμνησατε,2
שיחו,διηγεομαι,2
זכרו,μνημονευω,2
מפת,τερασ,2
שבועת,ορκοσ,2
נחלת,υμω,2
כמ,κληρονομια,2
תרעו,πονηρευεσθε,2
שאו,λαμβανω,2
מלוא,πληρωμα,2
נו,σωτηρια,2
שאר,λοιποσ,2
יוסיפו,προστιθημι,2
ראית,επει,2
יושע,εσωζεν,2
תעו,θωα,2
גיא,κοιλας,2
נהרימ,συρια,2
צובה,σωβα,2
מלחמה,πολεμη,2
שופכ,σωφαχ,2
שר,δυναμισ,2
רבה,ραββα,2
תעמד,γιγνομαι,2
שטנ,διαβολοσ,2
מנות,αριθμη,2
שלפ,εσπασμενων,2
העבר,περιελε,2
מלא,αξιοω,2
אשא,λαμβανω,2
גרימ,προσηλυτουσ,2
מנוחה,αναπαυσεωσ,2
תחת,πτοηθη,2
עני,πτωχεια,2
הניח,αναπαυω,2
מהללימ,αινοσ,2
יחלק,διει,2
עדנ,εδαν,2
זתמ,ζεθομ,2
יעוש,ιωασ,2
בריעה,βερια,2
אב,πατριοσ,2
שבואל,σουβαηλ,2
רחביה,ρααβια,2
עדר,εδερ,2
עבדת,λειτουργια,2
עבדת,λειτουργει,2
משמרת,φυλαξ,2
יחלקו,διει,2
רבעי,τεταρτοσ,2
שלשה,τρισκαιδεκατοσ,2
עשר,τρισκαιδεκατοσ,2
ששה,εκκαιδεκατοσ,2
עשר,εκκαιδεκατοσ,2
שבעה,επτακαιδεκατοσ,2
עשר,επτακαιδεκατοσ,2
שמונה,οκτωκαιδεκατοσ,2
עשר,οκτωκαιδεκατοσ,2
תשעה,εννεακαιδεκατοσ,2
עשר,εννεακαιδεκατοσ,2
אחד,εικοστοσ,2
שנימ,εικοστοσ,2
עשרימ,δευτεροσ,2
שלשה,τριτοσ,2
שלשה,εικοστοσ,2
עשרימ,τριτοσ,2
ארבעה,εικοστοσ,2
יצהרי,ισσαρι,2
יעזיהו,οζια,2
גדליהו,γοδολια,2
הימנ,αιμανι,2
בקיהו,βουκιασ,2
מתניהו,μανθανιασ,2
גדלתי,γοδολλαθι,2
ישבקשה,ιεσβακασα,2
מחזיאות,μεαζωθ,2
קרחימ,υιοσ,2
קרחימ,κορειμ,2
אספימ,εσεφιν,2
פרבר,διαδεχομενουσ,2
יחיאלי,ιιηλ,2
מלאכה,εργασια,2
עבדת,εργασια,2
זרחי,ζαραι,2
כרמימ,χωριον,2
שרי,προσταται,2
יועצ,συμβουλοσ,2
מחלקות,εφημεριω,2
יו,υπερωων,2
אצרות,αποθηκω,2
שלחנ,εκαστοσ,2
כפור,εκαστοσ,2
מזקק,δοκιμοσ,2
רצות,ευδοκη,2
התנדב,προθυμηθη,2
תפארת,καυχημα,2
כח,ισχυω,2
בחנ,εταζων,2
מחשבות,διανοια,2
הכנ,κατευθυνον,2
יכ,προσταγμα,2
שמחה,χαρα,2
פלגי,διεξοδοσ,2
יהגו,μελεταω,2
רוזנימ,αρχων,2
מוסרות,δεσμοσ,2
ישחק,εκγελασεται,2
יבהל,ταραξει,2
יוצר,κεραμευσ,2
עבדו,δουλευσατε,2
גילו,αγαλλια,2
מגנ,αντιλημπτωρ,2
שני,οδουσ,2
ענ,εισακουω,2
קרא,κεκραγεναι,2
אשכבה,κοιμαω,2
אישנ,υπνωσω,2
אמר,ρημα,2
רשע,ανομια,2
שורר,εχθρω,2
גרונ,λαρυγξ,2
מרו,επικραινω,2
צנה,οπλω,2
תעטר,στεφανοω,2
שמינית,ογδοησ,2
תוכיח,ελεγξησ,2
ני,ελεγξησ,2
ני,παιδευσησ,2
עששה,ταρασσω,2
יבשו,καταισχυνθειησαν,2
הנשא,υψωθητι,2
לבות,καρδια,2
כליות,νεφροσ,2
מושיע,σωζοντοσ,2
יכוננ,ετοιμαζω,2
שקר,ανομια,2
יפל,εμπεσει,2
יפעל,ειργασατο,2
אצבעת,δακτυλοσ,2
נו,μιμνησκω,2
הדר,τιμη,2
בהמות,κτηνοσ,2
צפור,πετεινον,2
ארחות,τριβοσ,2
עלמות,κρυφιοσ,2
אשמחה,ευφρανθησομαι,2
עליונ,υψιστε,2
גערת,επετιμησασ,2
עתות,ευκαιριαισ,2
דרש,εκζητου,2
עלילות,επιτηδευμα,2
שכח,επιλανθανομαι,2
שערי,πυλοσ,2
תהלת,αινεσεισ,2
יכ,αινεσεισ,2
אגילה,αγαλλιασομαι,2
רשת,παγιδι,2
הגיונ,ωδη,2
נאצ,παρωξυνεν,2
נגד,προσωπον,2
חלכה,πενησ,2
יארב,ενεδρευει,2
הסתיר,αποστρεφω,2
רשע,αμαρτια,2
מלכ,κυριοσ,2
ירות,κατατοξευ,2
שנאה,μισεω,2
מנת,μερισ,2
ישר,ευθυτητα,2
חלקות,δολια,2
נו,γλω,2
אדונ,ημω,2
אנקת,στεναγμοσ,2
אקומ,αναστησομαι,2
אמרות,λογιον,2
יגל,αγαλλιασεται,2
אשירה,ασω,2
השחיתו,διαφθειρω,2
התעיבו,εβδελυχθησαν,2
השקיפ,διεκυψεν,2
נאלחו,αχρειοω,2
גמ,εωσ,2
אכלי,κατεσθιω,2
אכלו,βρωσισ,2
פחדו,εδειλιασαν,2
פעל,εργαζομαι,2
יראי,φοβουμενουσ,2
נשבע,ομνυων,2
מהרו,εταχυναν,2
גורל,κληρονομια,2
כליות,νεφροι,2
יצא,εξελθοι,2
בחנת,εδοκιμασασ,2
פקדת,επεσκεψω,2
צרפת,επυρωσασ,2
בל,οπωσ,2
תענ,επηκουσασ,2
גאות,υπερηφανιαν,2
ישיתו,τιθημι,2
נטות,εκκλι,2
כפיר,σκυμνοσ,2
ישבעו,χορταζω,2
חזק,ισχυσ,2
סלע,στερεωμα,2
אחסה,ελπιω,2
מהלל,αινεω,2
ני,εξεταραξαν,2
אקרא,επεκαλεσαμην,2
תרעש,εντρομοσ,2
תרעש,γιγνομαι,2
ירגזו,ταρασσω,2
ברקימ,αστραπασ,2
אפיקי,πηγη,2
ני,προσλαμβανω,2
יחלצ,ερυω,2
אילות,ελαφοσ,2
תרחיב,επλατυνασ,2
קומ,ιστημι,2
תאזר,περιεζωσασ,2
ני,περιεζωσασ,2
יכחשו,ψευδω,2
פז,λιθοσ,2
פז,τιμιοσ,2
ני,καθαριζω,2
אמרי,λογιον,2
הדר,μεγαλοπρεπειαν,2
מו,τιθημι,2
תענה,εισακουση,2
תולעת,σκωληξ,2
רא,θεωρου,2
יפלט,ερυω,2
הו,ερυω,2
דונג,ωσει,2
חרש,οστρακον,2
הקיפו,περιεσχον,2
תרחק,μακρυνησ,2
יחידת,μονογενησ,2
רמימ,μονοκερωτων,2
שוע,κεκραγεναι,2
תהלת,επαινοσ,2
יזכרו,μνησθησονται,2
משל,δεσποζει,2
יכרעו,προπεσου,2
דוד,ψαλμοσ,2
מזמור,δαυιδ,2
יקומ,στησεται,2
בר,καθαροσ,2
מבקשי,ζητεω,2
פתחי,πυλη,2
אשא,ψυχη,2
קו,υπομενω,2
יכ,υπομενω,2
הדריכ,οδηγησον,2
מצוקות,αναγκω,2
שנאו,μισεω,2
ישר,ευθει,2
יו,θλιψισ,2
ני,δοκιμασον,2
נקיונ,αθωοισ,2
יהמ,χειρ,2
זמה,ανομια,2
מישור,ευθυτητι,2
יירא,φοβηθησεται,2
ני,κρυπτω,2
סכ,σκηνη,2
ני,εσκεπασεν,2
ירוממ,υψοω,2
ני,υψοω,2
תרועה,αλαλαγμου,2
תט,εκκλινησ,2
עזרת,βοηθοσ,2
הור,νομοθετησον,2
ני,νομοθετησον,2
צר,θλιβοντων,2
עדי,μαρτυσ,2
יאמצ,κραταιουσθω,2
נמשלתי,ομοιωθησομαι,2
עמ,καταβαινουσιν,2
גמול,ανταποδομα,2
יבינו,συνη,2
הדרת,αυλη,2
הדר,μεγαλοπρεπεια,2
ארזי,κεδρουσ,2
שועתי,εκκραζω,2
יו,οσιοι,2
קדש,αγιωσυνη,2
הסתרת,απεστρεψασ,2
יוד,εξομολογεω,2
הפכת,εστρεψασ,2
פתחת,διερρηξασ,2
תוציא,εξαξεισ,2
שוא,κενοσ,2
נדדו,φευγω,2
קראתי,επεκαλεσαμην,2
שקר,δολια,2
סכה,σκηνη,2
מצור,περιοχη,2
חפז,εκστασισ,2
יתר,περισσω,2
רמיה,δολοσ,2
החרשתי,εσιγησα,2
נשאת,αφιημι,2
שטפ,κατακλυσμω,2
בוטח,ελπιζοντα,2
יסובב,κυκλωσει,2
רננו,αγαλλια,2
ישרימ,ευθεσι,2
נאוה,πρεπω,2
תרועה,αλαλαγμω,2
נד,ασκοσ,2
מחשבות,λογισμοσ,2
הביט,επιβλεπω,2
יחד,μονοσ,2
מגנ,ημω,2
נו,υπερασπιστησ,2
אלמד,διδασκω,2
סור,εκκλινον,2
הכרית,εξολεθρευ,2
לחמ,πολεμοσ,2
יסגו,αποστραφητωσαν,2
חזק,χειρ,2
חזק,στερεωτερων,2
ני,ερωταω,2
ימו,οδουσ,2
ישמחו,επιχαρειησαν,2
הקיצה,προσχεσ,2
יאמרו,ειπαισαν,2
ילבשו,ενδυσασθωσαν,2
ישמחו,ευφρανθειησαν,2
חפצי,εθελω,2
תהגה,μελετησει,2
השכיל,συνιημι,2
תשק,ποτιει,2
ישרי,ευθεσι,2
ני,ερχομαι,2
מרעימ,πονηρευομενοισ,2
בטח,ελπισον,2
שכנ,κατασκηνου,2
מרעימ,πονηρευομενοι,2
קוי,υπομενω,2
יו,οδουσ,2
דרכו,ενετειναν,2
תבוא,εισελθοι,2
סומכ,υποστηριζει,2
יבשו,καταισχυνθησονται,2
עשנ,ωσει,2
יירשו,κληρονομησουσι,2
יחפצ,θελησει,2
יעזב,εγκαταλειψει,2
ישכנו,κατασκηνωσουσιν,2
יו,διαβηματα,2
הזכיר,αναμνησισ,2
מתמ,ιασισ,2
אנחת,στεναγμοσ,2
אהב,φιλοσ,2
ישטנו,ενδιεβαλλον,2
ני,ενδιεβαλλον,2
ידיתונ,ιδιθουν,2
נאלמתי,εκωφωθην,2
חלד,υποστασισ,2
הבל,ματην,2
פשע,ανομιω,2
נגע,μαστιξ,2
יכ,διαλογισμοσ,2
עצמו,πληθυνω,2
יכ,οικτιρμουσ,2
שערות,θριξ,2
רצה,ευδοκησον,2
יסגו,αποστραφειησαν,2
יכלמו,εντραπειησαν,2
יסעד,βοηθεω,2
בליעל,παρανομον,2
אוכל,εσθιω,2
צמאה,εδιψησεν,2
סכ,τοποσ,2
יצוה,εντελει,2
לחצ,εκθλιβειν,2
צורר,θλιβοντεσ,2
מרמה,δολιου,2
תטע,κατεφυτευσασ,2
הושיעה,σωζω,2
רצית,ευδοκησασ,2
צר,ημα,2
משנא,ημα,2
ינו,μισου,2
צבאות,ημω,2
תשיב,απεστρεψασ,2
סביבות,ημω,2
ינו,κυκλω,2
כלמת,εντροπη,2
ני,καλυπτω,2
שכחנו,επελαθομεθα,2
זר,αλλοτριοσ,2
יכ,ενεκα,2
תסתיר,αποστρεφεισ,2
עזרתה,βοηθεω,2
ששנימ,αλλοιωθησομενων,2
שנונימ,ηκονημενα,2
חבר,μετοχοσ,2
שיר,ψαλμοσ,2
מחסה,καταφυγη,2
מפעלות,εργον,2
חנית,οπλον,2
ארומ,υψωθησομαι,2
רגל,ημω,2
ינו,πουσ,2
אלהימ,ημω,2
נדיבי,αρχων,2
יולדה,τικτουσησ,2
יכוננ,εθεμελιωσεν,2
קצוי,περασ,2
האזינו,ενωτιζομαι,2
תבונות,συνεσισ,2
אפתח,ανοιγνυμι,2
כנור,ψαλτηριω,2
חיל,πλοοσ,2
נמשל,παρασυνεβληθη,2
בהמות,κτηνος,2
נדמו,ανοητοσ,2
נדמו,ομοιοω,2
צור,βοηθεια,2
אספו,συναγω,2
אעידה,διαμαρτυρομαι,2
יכ,θυσια,2
אוכיח,ελεγξω,2
מכלאת,ποιμνιον,2
אבירימ,ταυροσ,2
אחלצ,εκαιρεω,2
מחה,εξαλειψον,2
תצדק,δικαιωθη,2
ששונ,αγαλλιασιν,2
חטא,αμαρτιω,2
תשליכ,απορριψησ,2
ני,απορριψησ,2
ישע,σωτηριοσ,2
פשעימ,ανομοσ,2
היטיבה,αγαθυνον,2
הוות,αδικια,2
מעוז,βοηθοσ,2
אקוה,υπομενω,2
יכ,οσιοσ,2
שמו,προεθεντο,2
שרר,εχθροσ,2
חמס,ανομια,2
ני,ονειδιζω,2
שורר,εχθροσ,2
יגורו,παροικησουσιν,2
ישמרו,φυλασσω,2
קוו,υπομενω,2
אקרא,επικαλεσωμαι,2
דחי,ολισθηματοσ,2
הוות,ανομια,2
חדה,οξυσ,2
נבל,ψαλτηριον,2
אעירה,εξεγερθησομαι,2
אמימ,εθνοσ,2
תשפטו,κρινω,2
עולת,ανομια,2
כזב,ψευδησ,2
פתנ,ασπισ,2
יו,τοξον,2
מו,εωσ,2
נפל,επιπιπτω,2
פעמ,χει,2
יהמו,λιμωξουσιν,2
יסובבו,κυκλωσουσιν,2
ישכחו,επιλαθωνται,2
ימו,χειλος,2
אנפת,ωργισθησ,2
יחלצונ,ερυω,2
יכ,αγαπητοσ,2
אחלקה,διαμεριζω,2
סכות,σκηνω,2
אמדד,διαμετρησω,2
מחקק,βασιλευσ,2
רחצ,ελπισ,2
אשליכ,εκτεινω,2
יבל,απαγω,2
ני,απαγω,2
נח,οδηγεω,2
זנחת,απωσαμενοσ,2
נו,απωσαμενοσ,2
יבוס,εξουδενωσει,2
תנח,ωδηγησασ,2
ני,ωδηγησασ,2
זו,ταυ,2
יהלל,αινεσει,2
שננו,ηκονησαν,2
פתאמ,εξαπινα,2
השכילו,συνη,2
תענ,επακουσον,2
נו,σωτηρ,2
יהמ,κυμα,2
תכינ,ετοιμαζω,2
תהלת,αινεσει,2
נשמחה,ευφρανθησομεθα,2
תהלת,αινεσεωσ,2
יחנ,οικτιρησαι,2
יחנ,ημα,2
נו,οικτιρησαι,2
רכב,επιβεβηκοτι,2
ידדונ,αγαπητοσ,2
סוררימ,απειθου,2
שכנ,κατασκηνω,2
נו,σωτηριων,2
אשיב,επιστρεφω,2
הליכות,πορει,2
יובילו,φερω,2
שבלת,καταιγισ,2
עצמו,εκραταιωθησαν,2
לבוש,ενδυμα,2
מצולה,βυθοσ,2
גאל,λυτρωσαι,2
אינ,υπη,2
שפכ,εκχεον,2
הו,αινεσατωσαν,2
ישבו,κατοικησουσιν,2
מעי,κοιλια,2
נועצו,βουλευω,2
יעטו,περιβαλεσθωσαν,2
הראית,εδειξασ,2
תחיי,εζωοποιησασ,2
תשוב,παλιν,2
צדיק,δικαιοσυνη,2
ילחכו,λειξουσιν,2
אביונ,πενητοσ,2
דעה,γιγνωσκω,2
חיל,πλουτοσ,2
בקרימ,πρωια,2
תמו,απολλυμι,2
שאר,σαρξ,2
מועד,εορτη,2
פעל,ειργασατο,2
מעינ,πηγη,2
יצרת,επλασασ,2
הודינו,εξομολογησομεθα,2
עתק,αδικια,2
אגדע,συγκλασω,2
נודע,γνωστοσ,2
שלמו,αποδιδωμι,2
חשבתי,διελογισαμην,2
הגיתי,εμελετησα,2
אשיחה,ηδολεσχουν,2
מעללי,εργον,2
תהמות,αβυσσοι,2
יתהלכו,διαπορευονται,2
האירו,εφαναν,2
שביל,τριβοι,2
חידות,προβλημα,2
נכחד,κρυπτω,2
צרימ,πετρα,2
תהמות,αβυσσω,2
ציה,ανυδροσ,2
ערכ,ετοιμαζω,2
יזובו,ερρυησαν,2
כנפ,πτερωτα,2
נאמנו,επιστωθησαν,2
הו,παρωργισαν,2
חשכ,φειδομαι,2
יהמ,γλυπτοι,2
נתנו,τιθημι,2
נבלת,θνησιμαι,2
תאנפ,οργισθηση,2
אסיר,πεπεδημενων,2
תמותה,τεθανατωμενων,2
האזינה,προσχεσ,2
מו,ημα,2
יה,εμπροσθεν,2
שדי,αγριοσ,2
תחי,ζωωσεισ,2
תחי,ημα,2
נו,ζωωσεισ,2
זמרה,ψαλμοσ,2
נעימ,τερπνοσ,2
יהמ,θλιβοντασ,2
חשכה,σκοτοσ,2
ישבי,κατοικεω,2
שית,θου,2
מו,θου,2
מו,αρχων,2
קלונ,ατιμια,2
כלתה,εκλειπει,2
שבית,αιχμαλωσια,2
שוב,ημα,2
ארצ,ημω,2
אהלכ,πορευομαι,2
זדימ,παρανομοι,2
ישראלי,ισραηλιτη,2
שבעה,πιμπλημι,2
יורדי,καταβαινω,2
מחשכימ,σκοτεινοι,2
הרחקת,εμακρυνασ,2
מידע,γνωστουσ,2
עני,πτωχειασ,2
רפאימ,ιατροι,2
סבו,κυκλοω,2
חסדי,ελεη,2
סוד,βουλη,2
יקרא,επικαλεσεται,2
ני,επικαλεσεται,2
אתנ,τιθημι,2
נזר,αγιασμα,2
מבצר,οχυρωματα,2
מעונ,καταφυγη,2
שובו,επιστρεφω,2
כלינו,εξελιπομεν,2
שנות,ετω,2
גבורת,δυναστειαισ,2
אפל,σκοτοσ,2
כפימ,χειρω,2
כפיר,λεων,2
מרומ,υψιστοσ,2
נשאו,εποσ,2
נקמות,εκδικησεων,2
גמול,ανταποδοσισ,2
גאימ,υπερηφανοσ,2
יעלזו,καυχησονται,2
יתומימ,ορφανοσ,2
יסר,παιδευων,2
תלמד,διδασκω,2
שכנה,παροικεω,2
רעת,πονηρια,2
יצמית,αφανιει,2
יבשת,ξηροσ,2
עש,ημα,2
יו,αυλασ,2
ירעמ,σαλευθητω,2
פסל,γλυπτοι,2
רוממו,υψου,2
תודה,εξομολογησιν,2
תמימ,αμωμω,2
שיח,δεησισ,2
חננ,οικτιρη,2
אמר,αναγγελλω,2
יכ,ετοσ,2
תעמד,διαμενω,2
יכונ,κατευθυνθησεται,2
רחמימ,οικτιρμοσ,2
עשוקימ,αδικεω,2
חטא,ημω,2
רחק,απεχω,2
יציצ,εξανθησει,2
יו,δυναμισ,2
יו,λειτουργοσ,2
מהלכ,περιπατω,2
ישובונ,επιστρεψουσιν,2
נחלימ,φαραγξιν,2
קנינ,κτησεωσ,2
אכל,τροφη,2
יו,πρεσβυσ,2
הפכ,μετεστρεψεν,2
תאנת,συκον,2
זכר,ημω,2
ני,ημω,2
שונא,μισεω,2
מעלל,επιτηδευμασιν,2
המרו,επικραινω,2
יו,χειλοσ,2
רבות,πλεονακισ,2
יו,ελεοσ,2
הדות,εξομολογησασθαι,2
מושב,κατοικητηριου,2
יצעקו,εκεκραξαν,2
יזעקו,εκεκραξαν,2
מצקות,αναγκω,2
יהמ,ανομια,2
סערה,καταιγιδοσ,2
מצאי,διεξοδοσ,2
אגמ,λιμνη,2
בוז,εξουδενωσισ,2
הדמ,υποποδιον,2
ישרימ,ευθειων,2
פדות,λυτρωσισ,2
בטח,ελπιζειν,2
ממשלות,εξουσια,2
אילימ,ωσει,2
אילימ,κριος,2
בני,αρνιον,2
בני,προβατον,2
צאנ,αρνιον,2
עצב,ειδωλον,2
רגל,εχω,2
גרונ,λαρυγγι,2
המ,ομοιοσ,2
דלותי,εταπεινωθην,2
פתחו,ανοιξατε,2
ברכנו,ευλογηκαμεν,2
ספרתי,εξηγγειλα,2
אביטה,κατανοησω,2
ארחת,οδοσ,2
אשכח,επιληθω,2
פקוד,δικαιωματων,2
בחרתי,ηρετισαμην,2
יכ,μαρτυριοισ,2
תביש,καταισχυνησ,2
ני,καταισχυνησ,2
חק,δικαιωματων,2
עקב,πασ,2
אצרה,εξερευνησω,2
נטיתי,εξεκλινα,2
פקד,δικαιωμα,2
יכ,νομοσ,2
ני,εταπεινωσασ,2
אבוש,αισχυνθω,2
ני,καταδιωκω,2
אשכח,επιλαθωμαι,2
חכ,λαρυγγι,2
פקוד,εντολω,2
תעיתי,επλανηθην,2
ששונ,αγαλλιαμα,2
עשק,αδικου,2
יאיר,φωτιζω,2
חלצ,εκαιρεω,2
דבר,λογιον,2
גבור,δυνατου,2
שאלו,ερωταω,2
טרפ,θηρα,2
יהמ,οδοσ,2
נשבר,συντριβω,2
ימלא,πιμπλημι,2
נו,αιχμαλωσια,2
אויבימ,εχθροσ,2
רבת,πλεονακισ,2
צררו,πολεμεω,2
חצנ,κολποσ,2
יעמד,υποστησεται,2
שמרימ,φυλακη,2
יחל,ελπισατω,2
שמנ,μυρον,2
טוב,μυρον,2
ירד,καταβαι,2
ממשלת,εξουσια,2
מכה,παταξαντι,2
שאלו,επερωταω,2
ערו,εκκενου,2
תחי,ζησεισ,2
ני,ζησεισ,2
ארח,τριβον,2
מלה,λογοσ,2
אחור,εσχατοσ,2
ני,επλασασ,2
תנח,οδηγεω,2
אחד,ουθεισ,2
חשבו,ελογισαντο,2
אישימ,ανθρωποσ,2
השמיע,ακουστος,2
הו,λογιζομαι,2
גדולת,μεγαλωσυνην,2
הללי,αινεω,2
רוצה,ευδοκεω,2
שלח,αποστελλων,2
צמר,εριον,2
יעבור,παρερχομαι,2
יו,οσιοισ,2
תפ,τυμπανω,2
צלצלי,κυμβαλοισ,2
חטא,αμαρτωλοσ,2
אש,πυρικαυστοι,2
אדמת,χωρα,2
מהפכת,καταστρεφω,2
מלונה,οπωροφυλακιον,2
חדש,υμω,2
למדו,μανθανω,2
אלה,τερεβινθοσ,2
הוכיח,ελεγχω,2
מלאו,εμπιπλημι,2
ילדי,τεκνον,2
קצה,αριθμοσ,2
אצרת,θησαυροσ,2
יו,θησαυροσ,2
שח,ταπεινοω,2
גאונ,ισχυσ,2
אלילי,βδελυγματα,2
אלילי,δτα,2
יהודה,ιεροσολυμα,2
משענ,ισχυσ,2
גבור,γιγαντα,2
גבור,ισχυω,2
נגש,συμπεσει,2
קצינ,αρχηγοσ,2
ענתה,ανθιστημι,2
מתעימ,πλανω,2
גבורת,υμω,2
יה,κοσμοσ,2
מכונ,τοποσ,2
נגה,φωσ,2
מחסה,σκεπη,2
ידיד,αγαπαω,2
יקו,εμεινα,2
באשימ,ακανθα,2
שמיר,χερσον,2
שית,ακανθα,2
שמה,ερημοσ,2
זרע,σπειρω,2
רעו,βοσκηθησονται,2
נדעה,γιγνωσκω,2
שמימ,τιθημι,2
מתוק,γλυκυσ,2
מצדיקי,δικαιοσ,2
פרח,ανθοσ,2
ינהמ,βοησει,2
שרפימ,σεραφιν,2
יכסה,κατεκαλυπτον,2
שפתימ,χειλοσ,2
סר,αφαιρεω,2
תבינו,συνη,2
ראו,βλεπω,2
שבה,παλιν,2
רצינ,ραασσων,2
הלחמ,πολιορκη,2
עליונה,ανω,2
מסלת,οδοσ,2
כובס,κναφευσ,2
בנ,ρομελιου,2
תקומ,εμμεινη,2
שמרונ,σομορων,2
תאמינו,πιστευω,2
יה,βασιλευσ,2
יארי,ποταμοσ,2
שמיר,χερσοσ,2
עצומימ,ισχυροσ,2
חתו,ηττα,2
קשר,σκληροσ,2
נגפ,προσκομματι,2
נגפ,συναντησεσθε,2
יושב,εγκαθημενοι,2
נשברו,συντριβησονται,2
נלכדו,αλωσονται,2
אבות,φωνου,2
ידענימ,εγγαστριμυθουσ,2
דרכ,θαλασσα,2
ימ,οδοσ,2
משרה,αρχη,2
מרבה,μεγασ,2
קדמ,ηλιοσ,2
ירחמ,ελεησει,2
רעב,πεινασει,2
כמ,δοξα,2
שלל,ποιεω,2
שומ,θει,2
לבב,νοοσ,2
יה,χειροποιητοσ,2
יהמ,ισχυσ,2
יתפאר,δοξασθησεται,2
יער,βουνοι,2
יכ,παταξει,2
מזער,μικροσ,2
יסור,αφαιρεω,2
גזע,ριζα,2
יו,ριζα,2
יראת,ευσεβεια,2
דלימ,ταπεινω,2
יו,στομα,2
נמר,παρδαλισ,2
בקר,βου,2
צפעוני,ασπισ,2
שאר,καταλειφθεντι,2
ני,ηλεησασ,2
זמרת,αινεσισ,2
ישועה,σωτηριοσ,2
רני,ευφραινω,2
חבל,καταφθει,2
גאונ,υβρισ,2
צבי,ενδοξοσ,2
דור,πολυσ,2
ירבצו,αναπαυω,2
רגז,θυμοσ,2
משלימ,αρχων,2
כמו,ωσπερ,2
אשב,καθιω,2
פגר,νεκροσ,2
חרב,μαχαιραισ,2
בור,αιδησ,2
שחת,απολλυμι,2
יה,τιθημι,2
נה,αποστρεφω,2
פרי,εξερχομαι,2
גוי,εθνω,2
מואב,μωαβι,2
קיר,τει,2
בכי,κλαιω,2
ייליל,ολολυζετε,2
אלעלה,ελεαλη,2
כלה,εκλειψις,2
דשא,χορτοσ,2
דימונ,ρεμμων,2
