coptic_lemma,greek_form,count
ⲹⲩⲙⲉⲣⲟⲥ,ⲹυμεροσ,1
ⲙⲛⲧⲹⲩⲙⲉⲣⲟⲥ,μντⲹυμεροσ,1
ⲁⲣⲕⲁⲧⲏⲥ,αρκατησ,1
ⲗⲟⲅⲕⲓⲍⲉ,λογκιζε,1
ⲡⲁⲣⲁⲅⲓⲗⲉ,παραγιλε,1
ⲉⲝⲟⲣⲓⲥⲿⲁ,εξορισⲿα,1
ⲙⲛⲧⲹⲉⲗⲗⲏⲛ,μντⲹελλην,1
ⲑⲉⲟⲇⲟⲣⲓⲭⲟⲥ,θεοδοριχοσ,1
ⲧⲁⲗⲁⲓⲡⲟⲣⲉⲓ,ταλαιπορει,1
ⲗⲁⲓⲕⲟⲥ,λαικοσ,1
ⲣⲉⲵⲧⲁⲙⲓⲉⲥⲕⲏⲛⲏ,ρεⲵταμιεσκηνη,1
ⲣⲉⲩⲁⲅⲅⲉⲗⲓⲥⲧⲏⲥ,ρευαγγελιστησ,1
ⲡⲟⲥⲟ,ποσο,1
ⲕⲟⲓⲛⲟⲛ,κοινον,1
ⲣⲙⲧⲉⲫⲟⲓⲛⲓⲕⲏ,ρμτεφοινικη,1
ⲙⲁⲓⲯⲩⲭⲏ,μαιψυχη,1
ⲥⲿⲭⲟⲥ,σⲿχοσ,1
ⲕⲟⲩⲑⲟⲥ,κουθοσ,1
ⲉⲩⲅⲛⲱⲙⲱⲛ,ευγνωμων,1
ⲭⲣⲩⲱⲥⲧⲉⲓ,χρυωστει,1
ⲕⲁⲡⲛⲓⲍⲉ,καπνιζε,1
ⲉⲛⲧⲁⲅⲓⲟⲛ,ενταγιον,1
ⲉⲡⲓⲧⲏⲙⲉⲓ,επιτημει,1
ⲉⲝⲟⲣⲓⲍⲉ,εξοριζε,1
ⲁⲟⲣⲁⲧⲟⲥ,αορατοσ,1
ⲥⲫⲟⲛⲅⲟⲥ,σφονγοσ,1
ⲇⲉⲥⲡⲟⲇⲏⲥ,δεσποδησ,1
ⲕⲱⲛⲓⲁⲍⲉ,κωνιαζε,1
ⲹⲗⲡⲓⲥ,ⲹλπισ,1
ⲙⲛⲧⲡⲉⲣⲓⲟⲩⲣⲅⲟⲥ,μντπεριουργοσ,1
ⲗⲩⲧⲟⲣⲅⲓⲁ,λυτοργια,1
ⲁⲯⲩⲭⲟⲛ,αψυχον,1
ⲕⲓⲑⲁⲣⲓⲍⲉ,κιθαριζε,1
ⲣⲧⲉⲗⲓⲟⲥ,ρτελιοσ,1
ⲡⲩⲕⲧⲉⲩⲉ,πυκτευε,1
ⲣⲡⲉⲣⲡⲉⲣⲟⲥ,ρπερπεροσ,1
ⲣⲕⲟⲓⲛⲱⲛⲟⲥ,ρκοινωνοσ,1
ⲡⲏ,πη,1
ⲟⲩⲉⲉⲓⲉⲛⲓⲛ,ουεειενιν,1
ⲉⲩⲥⲭⲩⲙⲟⲥⲩⲛⲏ,ευσχυμοσυνη,1
ⲥⲩⲅⲕⲉⲣⲁ,συγκερα,1
ⲉⲕ,εκ,1
ⲣⲡⲣⲟⲫⲏⲧⲏⲥ,ρπροφητησ,1
ⲃⲁⲣⲧⲓⲙⲁⲓⲟⲥ,βαρτιμαιοσ,1
ⲧⲓⲙⲁⲓⲟⲥ,τιμαιοσ,1
ⲕⲁⲧⲏⲅⲟⲣⲓ,κατηγορι,1
ⲣⲫⲟⲛⲟⲥ,ρφονοσ,1
ⲣⲡⲉⲓⲑⲉⲓ,ρπειθει,1
ⲕⲩⲣⲏⲛⲁⲓⲟⲥ,κυρηναιοσ,1
ⲹⲣⲟⲩⲫⲟⲥ,ⲹρουφοσ,1
ⲹⲉⲣⲙⲉⲛⲉⲩⲉ,ⲹερμενευε,1
ⲥⲡⲟⲅⲅⲟⲥ,σπογγοσ,1
ⲣⲉⲵⲻⲓⲕⲟⲗⲩⲙⲃⲟⲛ,ρεⲵⲻικολυμβον,1
ⲻⲓⲥⲕⲉⲩⲏ,ⲻισκευη,1
ⲥⲕⲗⲁⲇⲟⲥ,σκλαδοσ,1
ⲇⲟⲕⲉⲓ,δοκει,1
ⲳⲛⲁⲥⲡⲁⲥⲙⲟⲥ,ⲳνασπασμοσ,1
ⲕⲟⲇⲣⲁⲛⲧⲏⲥ,κοδραντησ,1
ⲉⲣⲡⲗⲏⲣⲟⲫⲟⲣⲓⲛ,ερπληροφοριν,1
ⲁⲅⲓⲱⲥⲩⲛⲏ,αγιωσυνη,1
ⲡⲁⲣⲁⲙⲏⲑⲓⲁ,παραμηθια,1
ⲕⲉⲣⲟⲥ,κεροσ,1
ⲁⲣⲓⲥⲕⲩⲗⲓ,αρισκυλι,1
ⲕⲟⲓⲙⲏⲧⲁⲧⲱⲛ,κοιμητατων,1
ⲉⲣⲇⲓⲁⲕⲟⲛⲓⲛ,ερδιακονιν,1
ⲡⲁⲣⲏⲥⲓⲁ,παρησια,1
ⲉⲧⲉⲣⲇⲓⲁⲕⲟⲛⲓⲛ,ετερδιακονιν,1
ⲯⲁⲗⲧⲏⲥ,ψαλτησ,1
ⲉⲣⲃⲗⲁⲥⲫⲏⲙⲓⲛ,ερβλασφημιν,1
ⲙⲉⲧⲡⲁⲛⲟⲩⲣⲅⲓⲁ,μετπανουργια,1
ⲉⲣⲑⲉⲱⲣⲓⲛ,ερθεωριν,1
ⲣⲃⲁⲥⲁⲛⲓⲍⲓⲛ,ρβασανιζιν,1
ⲉⲛⲉⲣⲅⲓⲁ,ενεργια,1
ⲥⲕⲁⲗⲱⲛⲏ,σκαλωνη,1
ⲇⲩⲕⲉⲟⲥ,δυκεοσ,1
ⲉⲣⲹⲩⲡⲟⲙⲉⲛⲓⲛ,ερⲹυπομενιν,1
ⲉⲣⲁⲅⲱⲛⲓⲝⲉⲥⲑⲉ,εραγωνιξεσθε,1
ⲥⲡⲩⲗⲉⲟⲛ,σπυλεον,1
ⲥⲡⲏⲗⲉⲟⲛ,σπηλεον,1
ⲙⲁⲑⲓⲧⲏⲥ,μαθιτησ,1
ⲣⲉⲙⲿⲭⲱⲣⲁ,ρεμⲿχωρα,1
ⲉⲣⲑⲁⲣⲁⲡⲉⲩⲓⲛ,ερθαραπευιν,1
ⲃⲟⲏⲑⲓⲛ,βοηθιν,1
ⲉⲣⲕⲉⲗⲉⲩⲓⲛ,ερκελευιν,1
ⲁⲡⲗⲱⲥ,απλωσ,1
ⲹⲱⲥⲇⲉ,ⲹωσδε,1
ⲕⲉⲣⲥⲕⲩⲗⲓⲛ,κερσκυλιν,1
ⲥⲩⲅⲕⲗⲏⲧⲟⲥ,συγκλητοσ,1
ⲉⲣⲭⲁⲣⲓⲍⲉⲥⲑⲉ,ερχαριζεσθε,1
ⲁⲛⲧⲓⲛⲱⲟⲩ,αντινωου,1
ⲉⲣⲡⲁⲣⲁⲭⲱⲣⲓⲛ,ερπαραχωριν,1
ⲉⲣⲕⲱⲗⲓⲛ,ερκωλιν,1
ⲕⲁⲇⲉⲭⲓⲛ,καδεχιν,1
ⲳⲉⲣⲡⲁⲣⲁⲭⲱⲣⲓⲛ,ⲳερπαραχωριν,1
ⲉⲝⲉⲣⲧⲟⲛ,εξερτον,1
ⲡⲣⲟⲕⲉⲓⲙⲉⲛⲟⲛ,προκειμενον,1
ⲹⲏ,ⲹη,1
ⲧⲁⲙⲓⲉⲓⲟⲛ,ταμιειον,1
ⲁⲹⲟⲣⲁⲧⲟⲛ,αⲹορατον,1
ⲧⲏⲛⲟⲗⲟⲧⲓⲛ,τηνολοτιν,1
ⲁⲓⲥⲑⲏⲧⲏⲣⲓⲟⲛ,αισθητηριον,1
ⲹⲏⲥⲩⲭⲓⲁ,ⲹησυχια,1
ⲛⲕⲁⲕⲉⲓ,νκακει,1
ⲥⲕⲩⲡⲁⲍⲉ,σκυπαζε,1
ⲁⲫⲑⲁⲣⲥⲓⲁ,αφθαρσια,1
ⲡⲣⲟⲥⲱⲡⲟⲛ,προσωπον,1
ⲉⲡⲓⲧⲉⲗⲉⲓ,επιτελει,1
ⲉⲝⲏⲅⲉⲥⲓⲥ,εξηγεσισ,1
ⲽⲓⲛⲡⲟⲗⲩⲙⲉⲓ,ⲽινπολυμει,1
ⲡⲁⲛⲧⲱⲕⲣⲁⲧⲱⲣ,παντωκρατωρ,1
ⲥⲩⲛⲃⲓⲁ,συνβια,1
ⲫⲱⲛⲉⲩⲥ,φωνευσ,1
ⲗⲩⲭⲛⲉⲓⲁ,λυχνεια,1
ⲁⲅⲛⲉⲓⲁ,αγνεια,1
ⲧⲱⲃⲓⲁⲥ,τωβιασ,1
ⲉⲕⲣⲁⲧⲓⲁ,εκρατια,1
ⲛⲧⲟ,ντο,1
ⲕⲁⲙⲉⲧⲁⲛⲟⲓⲁ,καμετανοια,1
ⲕⲩⲣⲓⲗⲗⲟⲥ,κυριλλοσ,1
ⲓⲅⲛⲁⲧⲓⲟⲥ,ιγνατιοσ,1
ⲉⲕⲕⲗⲏⲕⲓⲁ,εκκληκια,1
ⲉⲣⲫⲓⲗⲟⲕⲁⲗⲉⲓⲛ,ερφιλοκαλειν,1
ⲉⲣⲥⲩⲛⲧⲩⲭⲓⲁ,ερσυντυχια,1
ⲉⲣⲥⲩⲛⲁⲝⲓⲥ,ερσυναξισ,1
ⲉⲡⲓⲥⲕⲟⲡⲉⲓⲟⲛ,επισκοπειον,1
ⲯⲉⲩⲇⲟⲉⲡⲓⲥⲏⲟⲡⲟⲥ,ψευδοεπισηοποσ,1
ⲉⲣⲛⲟⲉⲓⲛ,ερνοειν,1
ⲉⲣⲕⲱⲗⲩⲉⲓⲛ,ερκωλυειν,1
ⲉⲣⲇⲓⲁⲃⲁⲗⲗⲉⲓⲛ,ερδιαβαλλειν,1
ⲡⲓ,πι,1
ⲉⲣⲡⲟⲗⲉⲙⲉⲓⲛ,ερπολεμειν,1
ⲙⲉⲧⲹⲟⲙⲟⲗⲟⲅⲏⲧⲏⲥ,μετⲹομολογητησ,1
ⲁⲡⲟⲗⲟⲅⲉⲓⲥⲑⲁⲓ,απολογεισθαι,1
ⲁⲣⲕⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ,αρκιεπισκοποσ,1
ⲥⲩⲅⲅⲉⲗⲗⲟⲥ,συγγελλοσ,1
ⲉⲣⲕⲉⲗⲉⲩⲉⲓⲛ,ερκελευειν,1
ⲹⲉⲟⲣⲧⲁⲥⲧⲓⲕⲏ,ⲹεορταστικη,1
ⲉⲣⲁⲛⲉⲭⲉⲥⲑⲁⲓ,ερανεχεσθαι,1
ⲕⲁⲓⲧⲟⲓ,καιτοι,1
ⲁⲅⲓⲟⲥⲩⲛⲏ,αγιοσυνη,1
ⲙⲉⲧⲁⲣⲭⲓⲉⲡⲓⲥⲕⲟⲡⲟⲥ,μεταρχιεπισκοποσ,1
ⲁⲣⲭⲓⲇⲓⲁⲕⲱⲛ,αρχιδιακων,1
ⲉⲝⲁⲓⲡⲛⲁ,εξαιπνα,1
ⲉⲣⲁⲛⲁⲑⲉⲙⲁⲧⲓⲍⲉⲓⲛ,εραναθεματιζειν,1
ⲟⲙⲟⲛⲟⲓⲁ,ομονοια,1
ⲉⲣⲭⲟⲣⲉⲩⲓⲛ,ερχορευιν,1
ⲕⲩⲣⲱⲛ,κυρων,1
ⲥⲟⲩⲏ,σουη,1
ⲉⲣⲏⲥⲩⲭⲁⲍⲉⲓⲛ,ερησυχαζειν,1
ⲉⲣⲡⲣⲟⲥⲕⲩⲛⲉⲓⲛ,ερπροσκυνειν,1
ⲻⲓⲛⲑⲣⲉⲡⲁⲓⲁⲅⲓⲟⲥ,ⲻινθρεπαιαγιοσ,1
ⲻⲓⲛⲑⲣⲟⲩⲉⲣⲁⲛⲁⲑⲉⲙⲁⲧⲓⲍⲉⲓⲛ,ⲻινθρουεραναθεματιζειν,1
ⲉⲣⲥⲫⲣⲁⲅⲓⲍⲉⲓⲛ,ερσφραγιζειν,1
.....ⲫⲏⲧⲏⲥ,.....φητησ,1
ⲟⲩⲕⲟⲩⲛ,ουκουν,1
ⲑⲩⲣⲱⲛ,θυρων,1
ⲥⲧⲣⲱⲙⲁ,στρωμα,1
ⲡⲁⲣⲁⲵⲩⲥⲓⲥ,παραⲵυσισ,1
ⲕⲗⲁⲧⲟⲥ,κλατοσ,1
ⲁⲭⲉⲣⲟⲩⲥⲓⲁ,αχερουσια,1
ⲉⲓⲥⲓⲥ,εισισ,1
ⲹⲩⲡⲟⲙⲛⲏⲥⲕⲉ,ⲹυπομνησκε,1
ⲙⲛⲧⲛⲩⲙⲫⲓⲟⲥ,μντνυμφιοσ,1
ⲹⲉⲣⲙⲉⲛⲉⲩⲧⲏⲥ,ⲹερμενευτησ,1
ⲕⲟⲙⲁⲣⲓⲧⲏⲥ,κομαριτησ,1
ⲇⲓⲇⲁⲥⲕⲁⲗⲓⲁ,διδασκαλια,1
ⲥⲭⲟⲗⲁⲍⲉ,σχολαζε,1
ⲁⲛⲁⲓⲥⲑⲏⲧⲟⲥ,αναισθητοσ,1
ⲹⲁⲗⲁⲥⲁ,ⲹαλασα,1
ⲥⲕⲉⲡⲧⲉⲓ,σκεπτει,1
ⲁⲛⲿⲟⲭⲟⲥ,ανⲿοχοσ,1
ⲙⲁⲥⲓⲕⲁⲧⲏⲥ,μασικατησ,1
ⲕⲁⲧⲁⲥⲿⲗⲉ,κατασⲿλε,1
ⲁⲡⲁⲛⲅⲉⲓⲗⲉ,απανγειλε,1
ⲁⲓⲿⲁⲛⲧ,αιⲿαντ,1
ⲇⲟⲕⲏⲙⲁⲍⲉ,δοκημαζε,1
ⲹⲩⲡⲉⲣⲏⲥⲓⲁ,ⲹυπερησια,1
ⲁⲓⲭⲙⲁⲗⲱⲧⲓⲍⲉ,αιχμαλωτιζε,1
ⲹⲩⲧⲁⲥⲡⲓⲥ,ⲹυτασπισ,1
ⲡⲏⲥⲥⲉ,πησσε,1
ⲫⲱⲥⲁⲧⲟⲛ,φωσατον,1
ⲥⲡⲗⲁⲭⲛⲟⲛ,σπλαχνον,1
ⲁⲅⲁⲡⲓⲟⲥ,αγαπιοσ,1
ⲥⲟⲫⲣⲟⲥⲩⲛⲏ,σοφροσυνη,1
ⲁⲡⲁⲛⲧⲏ,απαντη,1
ⲙⲛⲧⲧⲁⲗⲉⲡⲟⲣⲟⲥ,μντταλεποροσ,1
ⲇⲟⲝⲟⲗⲟⲅⲓⲁ,δοξολογια,1
ⲇⲉⲕⲉⲙⲃⲣⲓⲟⲥ,δεκεμβριοσ,1
ⲁⲑⲗⲓⲥⲓⲥ,αθλισισ,1
ⲣⲉⲵⲧⲟⲗⲟⲙⲁ,ρεⲵτολομα,1
ⲙⲛⲧⲁⲡⲟⲥⲧⲁⲇⲏⲥ,μνταποσταδησ,1
ⲹⲟⲗⲟⲅⲉⲓ,ⲹολογει,1
ⲭⲟⲥⲥⲟⲣⲟⲁⲥ,χοσσοροασ,1
ⲫⲁⲛⲉⲣⲱⲛ,φανερων,1
ⲣⲹⲟⲩⲟⲥⲩⲙⲁⲛⲉ,ρⲹουοσυμανε,1
...,...,1
ⲉⲻⲏⲕⲏⲥⲓⲥ,εⲻηκησισ,1
ⲻⲓⲇⲱⲣⲟⲛ,ⲻιδωρον,1
ⲙⲛⲧⲧⲟⲗⲙⲏⲣⲟⲥ,μνττολμηροσ,1
ⲣⲹⲉⲗⲗⲏⲛ,ρⲹελλην,1
ⲣⲭⲣⲓⲥⲧⲓⲁⲛⲟⲥ,ρχριστιανοσ,1
ⲣⲹⲟⲩⲉⲥⲩⲙⲁⲛⲉ,ρⲹουεσυμανε,1
ⲁⲕⲁⲛⲁⲅⲧⲉⲓ,ακαναγτει,1
ⲧⲉⲛⲟⲩ,τενου,1
ⲇⲓⲕⲁⲓⲟ,δικαιο,1
ⲅⲉⲛⲏⲥⲉⲛ,γενησεν,1
ⲕⲗⲓⲙⲁ,κλιμα,1
ⲡⲁⲣⲁ□□ⲃⲁ,παρα□□βα,1
ⲥⲣⲁⲅⲁⲑⲟⲥ,σραγαθοσ,1
ⲥⲓⲅⲏ,σιγη,1
ⲽⲗⲡⲕⲟⲥⲙⲟⲥ,ⲽλπκοσμοσ,1
ⲻⲓⲯⲩⲭⲏ,ⲻιψυχη,1
ⲕⲓⲛⲏⲥⲓⲥ,κινησισ,1
ⲕⲁⲛⲁⲛⲓⲧⲏⲥ,κανανιτησ,1
ⲙⲁⲑⲏⲧⲣⲓⲁ,μαθητρια,1
ⲓⲱⲧⲁ,ιωτα,1
ⲥⲧⲏⲣⲓⲍⲉ,στηριζε,1
ⲉⲝⲓⲗⲓ,εξιλι,1
ⲁⲉⲣⲓⲛⲟⲛ,αερινον,1
ⲁⲣⲭⲓⲇⲁⲓⲙⲟⲛⲓⲟⲛ,αρχιδαιμονιον,1
ⲡⲣⲟⲛⲟⲏⲧⲟⲥ,προνοητοσ,1
ⲉⲕⲁⲧⲏ,εκατη,1
ⲥⲕⲟⲣⲡⲓⲟⲥ,σκορπιοσ,1
ⲇⲟⲝⲟⲧⲏⲥ,δοξοτησ,1
ⲹⲩⲇⲣⲏⲭⲟⲟⲥ,ⲹυδρηχοοσ,1
ⲣⲯⲩⲭⲏ,ρψυχη,1
ⲣⲉⲵⲕⲁⲑⲁⲣⲓⲍⲉ,ρεⲵκαθαριζε,1
ⲧⲓⲙⲱⲣⲓ,τιμωρι,1
ⲃⲓⲁⲍⲉ,βιαζε,1
ⲛⲇⲓⲱⲕⲏⲧⲏⲥ,νδιωκητησ,1
ⲁⲛⲧⲓⲧⲩⲡⲟⲥ,αντιτυποσ,1
ⲁⲕⲣⲓⲃⲁⲍⲉ,ακριβαζε,1
ⲡⲁⲣⲁⲃⲁⲙⲛⲛⲥⲁ,παραβαμννσα,1
ⲱⲛⲏ,ωνη,1
ⲹⲩⲙⲛⲉⲩ,ⲹυμνευ,1
ⲡⲁⲣⲁⲃⲟⲗⲏⲙⲧⲱⲣ,παραβολημτωρ,1
ⲡⲁⲣⲁⲗⲁⲙⲃⲁⲛⲉ,παραλαμβανε,1
ⲹⲓⲙⲁⲧⲙⲉⲛⲏ,ⲹιματμενη,1
ⲁⲥⲧⲏⲣ,αστηρ,1
ⲫⲑⲟⲛⲓ,φθονι,1
ⲡⲁⲣⲁⲗⲏⲙⲧⲱⲣ,παραλημτωρ,1
ⲹⲩⲃⲣⲓⲥⲓⲥ,ⲹυβρισισ,1
ⲛⲥⲓⲛⲏⲥⲓⲥ,νσινησισ,1
ⲥⲓⲛⲱⲥⲓⲥ,σινωσισ,1
ⲥⲫⲣⲁⲍⲓⲍⲉ,σφραζιζε,1
ⲉⲻⲟⲩⲥⲓⲁ,εⲻουσια,1
ⲁⲡⲟⲣⲓ,απορι,1
ⲙⲁⲑⲏⲧⲉⲩⲉ,μαθητευε,1
ⲕⲟⲓⲛⲱⲛⲓ,κοινωνι,1
ⲛⲁⲻⲓⲙⲩⲥⲧⲏⲣⲓⲟⲛ,ναⲻιμυστηριον,1
ⲁⲧⲥⲩⲙⲃⲟⲗⲟⲛ,ατσυμβολον,1
ⲕⲉⲣⲁⲥⲙⲟⲥ,κερασμοσ,1
ⲭⲁⲣⲁⲅⲙⲏ,χαραγμη,1
ⲁⲣⲓⲑⲙⲏⲥⲓⲥ,αριθμησισ,1
ⲁⲥⲁⲗⲉⲩⲧⲟⲥ,ασαλευτοσ,1
ⲁⲉⲛⲛⲟⲏⲧⲟⲥ,αεννοητοσ,1
ⲁⲥⲏⲙⲁⲛⲧⲟⲥ,ασημαντοσ,1
ⲁⲙⲩⲛⲁⲛⲧⲟⲥ,αμυναντοσ,1
ⲁⲹⲣⲏⲧⲟⲥ,αⲹρητοσ,1
ⲡⲣⲟⲁⲭⲱⲣⲏⲧⲟⲥ,προαχωρητοσ,1
ⲡⲁⲛⲧⲉⲗⲓⲟⲥ,παντελιοσ,1
ⲙⲛⲧⲙⲁⲓⲕⲟⲥⲙⲟⲥ,μντμαικοσμοσ,1
ⲡⲁⲣⲁⲣⲛⲧⲱⲧⲛ,παραρντωτν,1
ⲕⲣⲩⲥⲧⲁⲗⲗⲟⲥ,κρυσταλλοσ,1
ⲥⲕⲁⲛⲇⲁⲗⲟⲥ,σκανδαλοσ,1
ⲕⲁⲧⲟⲓⲕⲓ,κατοικι,1
ⲁⲛⲟⲙⲉⲓ,ανομει,1
ⲇⲩⲛⲟⲥ,δυνοσ,1
ⲡⲁⲣⲁⲗⲏⲙⲧⲥ,παραλημτσ,1
ⲡⲁⲣⲁⲛⲟⲙⲟⲛ,παρανομον,1
ⲇⲏⲙⲓⲧⲣⲓⲟⲥ,δημιτριοσ,1
ⲡⲣⲟⲹⲟⲓⲙⲓⲟⲛ,προⲹοιμιον,1
ⲙⲛⲧⲣⲵⲳⲙⲳⲉⲉⲓⲇⲱⲗⲟⲛ,μντρⲵⲳμⲳεειδωλον,1
ⲹⲩⲡⲟⲯⲩⲁ,ⲹυποψυα,1
ⲭⲣⲓⲥⲿⲁⲛⲏ,χρισⲿανη,1
ⲫⲩⲗⲟⲡⲁⲧⲱⲣ,φυλοπατωρ,1
ⲉⲩⲧⲣⲱⲡⲓⲟⲥ,ευτρωπιοσ,1
ⲕⲁⲧⲁⲥⲇⲓⲗⲉ,κατασδιλε,1
ⲁⲣⲭⲏⲇⲓⲁⲕⲱⲛⲟⲥ,αρχηδιακωνοσ,1
ⲣⲏ,ρη,1
ⲭⲣⲓⲥⲧⲓⲁⲛⲏ,χριστιανη,1
ⲡⲣⲟⲧⲣⲉⲡⲉⲓⲕⲟⲛ,προτρεπεικον,1
ⲙⲛⲧⲁⲗⲟⲅⲟⲛ,μνταλογον,1
ⲁⲣⲭⲏⲥⲧⲣⲁⲧⲩⲅⲟⲥ,αρχηστρατυγοσ,1
ⲹⲓⲉⲣⲓⲭⲱ,ⲹιεριχω,1
ⲁⲛⲁⲧⲁⲥⲓⲥ,ανατασισ,1
ⲕⲁⲇⲟⲥ,καδοσ,1
ⲁⲗⲩⲑⲓⲛⲟⲛ,αλυθινον,1
ⲙⲟⲩⲛ,μουν,1
ⲛⲧⲟⲥ,ντοσ,1
ⲥⲡⲟⲧⲟⲩ,σποτου,1
ⲉⲡⲓⲑⲩⲙⲉⲓⲁ,επιθυμεια,1
ⲧⲁⲕⲧⲱⲥ,τακτωσ,1
ⲡⲁⲣⲁⲅⲅⲉ,παραγγε,1
ⲟⲩⲉⲹⲡⲣⲟⲥⲑⲩⲕⲏ,ουεⲹπροσθυκη,1
ⲣⲹⲟⲩⲉⲙⲁⲕⲁⲣⲓⲍⲉ,ρⲹουεμακαριζε,1
ⲗⲟⲩⲗⲁⲓ,λουλαι,1
ⲡⲁⲣⲣⲏⲥⲓⲁⲍⲉ,παρρησιαζε,1
ⲙⲛⲧⲥⲡⲟⲩⲇⲁⲓⲟⲥ,μντσπουδαιοσ,1
ⲁⲧⲡⲉⲓⲑⲉ,ατπειθε,1
ⲁⲙⲉⲗⲉⲓⲁⲧⲙⲉ,αμελειατμε,1
ⲁⲙⲉⲓⲛⲟⲛ,αμεινον,1
ⲳⲃⲣⲗⲓⲧⲟⲩⲣⲅⲟⲥ,ⲳβρλιτουργοσ,1
ⲇⲓⲥⲇⲁⲍⲉ,δισδαζε,1
ⲡⲁⲛⲧⲟⲕⲓⲟⲛ,παντοκιον,1
ⲡⲁⲛⲇⲟⲕⲉⲩⲥ,πανδοκευσ,1
ⲣⲡⲛⲉⲩⲙⲁ,ρπνευμα,1
ⲣⲉⲵⲕⲣⲓⲛⲉ,ρεⲵκρινε,1
ⲗⲓⲧⲟⲩⲣⲅⲟⲥ,λιτουργοσ,1
ⲣⲡⲁⲣⲁⲧⲏⲣⲉⲓ,ρπαρατηρει,1
ⲣⲕⲁⲧⲁⲕⲣⲓⲛⲉ,ρκατακρινε,1
ⲕⲁⲕⲟⲛ,κακον,1
ⲣⲡⲁⲣⲁⲇⲉⲭⲉ,ρπαραδεχε,1
ⲣⲇⲓⲁⲕⲟⲛⲉⲓ,ρδιακονει,1
ⲇⲓⲁⲧⲟⲩⲧⲟ,διατουτο,1
ⲉⲡⲓⲥⲧⲏⲙⲱⲛ,επιστημων,1
ⲧⲏⲣⲉⲓ,τηρει,1
ⲣⲙⲉⲧⲁⲛⲟⲉⲓ,ρμετανοει,1
ⲣⲑⲉⲣⲁⲡⲉⲩⲉ,ρθεραπευε,1
ⲣⲉⲡⲓⲑⲩⲙⲉⲓ,ρεπιθυμει,1
ⲫⲣⲟⲛⲓⲙⲟⲥ,φρονιμοσ,1
ⲣⲧⲓⲙⲁ,ρτιμα,1
ⲣⲹⲩⲃⲣⲓⲍⲉ,ρⲹυβριζε,1
ⲣⲱⲫⲉⲗⲉⲓ,ρωφελει,1
ⲥⲁⲙⲁⲣⲉⲓⲧⲏⲥ,σαμαρειτησ,1
ⲡⲗⲟⲩⲥⲓⲟⲥ,πλουσιοσ,1
ⲣⲭⲣⲱ,ρχρω,1
ⲉⲙⲡⲟⲣⲟⲥ,εμποροσ,1
ⲣⲁⲓⲧⲉⲓ,ραιτει,1
ⲹⲏⲙⲉⲣⲁ,ⲹημερα,1
ⲣⲇⲓⲡⲛⲟⲛ,ρδιπνον,1
ⲣⲇⲓⲡⲛⲉⲓ,ρδιπνει,1
ⲣⲇⲓⲱⲕⲉ,ρδιωκε,1
ⲧⲁⲗⲁⲓⲡⲱⲣⲟⲛ,ταλαιπωρον,1
ⲣⲛⲟⲉⲓ,ρνοει,1
ⲣⲡⲓⲥⲧⲉⲩⲉ,ρπιστευε,1
ⲹⲟⲧⲓ,ⲹοτι,1
ⲙⲛⲧⲡⲓⲥⲧⲓⲥ,μντπιστισ,1
ⲁⲡⲓⲥⲧⲓⲁ,απιστια,1
ⲣⲙⲉⲗⲟⲥ,ρμελοσ,1
ⲙⲛⲧⲙⲁⲓⲕⲟⲥⲙⲉⲓ,μντμαικοσμει,1
ⲹⲟⲣⲙⲁⲕⲏ,ⲹορμακη,1
ⲥⲧⲉⲣⲉⲩⲙⲁ,στερευμα,1
ⲭⲣⲩⲥⲓⲥ,χρυσισ,1
ⲇⲓⲕⲁⲓⲟⲙⲁ,δικαιομα,1
ⲇⲓⲁⲧⲁⲅⲏ,διαταγη,1
ⲣⲁⲥⲉⲃⲏⲥ,ρασεβησ,1
ⲕⲧⲟⲛⲓⲍⲉ,κτονιζε,1
ⲙⲁⲥⲧⲓⲝ,μαστιξ,1
ⲙⲛⲧⲥⲕⲗⲏⲣⲟⲥ,μντσκληροσ,1
ⲕⲁⲧⲏⲅⲱⲣⲓⲁ,κατηγωρια,1
ⲁⲣⲕⲉⲩⲑⲟⲥ,αρκευθοσ,1
ⲡⲩⲝⲓⲟⲛ,πυξιον,1
ⲡⲉⲣⲇⲓⲝ,περδιξ,1
ⲭⲁⲗⲓⲝ,χαλιξ,1
ⲏⲥⲓⲭⲓⲁ,ησιχια,1
ⲙⲉⲧⲧⲟⲗⲙⲏⲣⲟⲥ,μεττολμηροσ,1
ⲉⲣⲃⲟⲏⲑⲟⲥ,ερβοηθοσ,1
ⲕⲁⲧⲁⲣⲟ,καταρο,1
ⲭⲁⲗⲩⲝ,χαλυξ,1
ⲡⲁⲣⲁⲛⲟⲙⲥ,παρανομσ,1
ⲥⲩⲛⲁⲛⲧⲏⲙⲁ,συναντημα,1
ⲥⲡⲁⲗⲁⲝ,σπαλαξ,1
ⲕⲗⲏⲣⲟⲛⲟⲙⲓⲛ,κληρονομιν,1
ⲡⲣⲟⲫⲏⲧⲉⲩⲓⲛ,προφητευιν,1
ⲟⲩⲟⲛⲩⲝ,ουονυξ,1
ⲭⲁⲗⲃⲁⲛⲏ,χαλβανη,1
ⲉⲗⲓⲝ,ελιξ,1
ⲧⲟⲭⲟⲥ,τοχοσ,1
