coptic_lemma,greek_form,count
ⲻⲓⲕⲗⲏⲣⲟⲛⲟⲙⲓⲁ,ⲻικληρονομια,4
ⲃⲟⲧⲁⲛⲏ,βοτανη,4
ⲟⲛⲛⲟⲫⲣⲓⲟⲥ,οννοφριοσ,4
ⲁⲛⲁⲭⲱⲣⲓⲧⲏⲥ,αναχωριτησ,4
ⲣⲉⲵⲑⲉⲣⲁⲡⲉⲩⲉ,ρεⲵθεραπευε,4
ⲕⲣⲓⲛⲟⲛ,κρινον,4
ⲁⲅⲁⲛⲁⲕⲧⲉⲓ,αγανακτει,4
ⲁⲙⲉⲗⲓⲁ,αμελια,4
ⲥⲓⲛⲇⲱⲛⲓⲟⲛ,σινδωνιον,4
ⲹⲱⲥⲟⲛ,ⲹωσον,4
ⲙⲛⲧⲁⲡⲟⲧⲁⲕⲧⲓⲕⲟⲥ,μνταποτακτικοσ,4
ⲫⲩⲥⲓ,φυσι,4
ⲡⲁⲗⲁⲧⲓⲟⲛ,παλατιον,4
ⲙⲓⲗⲓⲟⲛ,μιλιον,4
ⲫⲓⲗⲟⲑⲉⲟⲥ,φιλοθεοσ,4
ⲣⲉⲵⲕⲁⲧⲁⲗⲁⲗⲉⲓ,ρεⲵκαταλαλει,4
ⲡⲁⲣⲹⲟⲓⲙⲓⲁ,παρⲹοιμια,4
ⲑⲉⲣⲁⲡⲟⲩ,θεραπου,4
ⲹⲩⲡⲟⲇⲏⲙⲁ,ⲹυποδημα,4
ⲙⲛⲧⲥⲉⲙⲛⲟⲥ,μντσεμνοσ,4
ⲉⲅⲕⲣⲁⲧⲓⲁ,εγκρατια,4
ⲁⲅⲣⲓⲟⲥ,αγριοσ,4
ⲉⲩⲧⲣⲟⲡⲓⲟⲥ,ευτροπιοσ,4
ⲡⲣⲟⲉⲥⲧⲱⲥ,προεστωσ,4
ⲕⲱⲛⲥⲧⲁⲛⲧⲓⲛⲟⲩⲡⲟⲗⲓⲥ,κωνσταντινουπολισ,4
ⲕⲁⲗⲩⲙⲁ,καλυμα,4
ⲣⲥⲁⲣⲝ,ρσαρξ,4
ⲫⲟⲛⲟⲥ,φονοσ,4
ⲁⲫⲑⲟⲛⲓⲁ,αφθονια,4
ⲉⲝⲁⲡⲁⲧⲁ,εξαπατα,4
ⲥⲕⲉⲡⲁⲥⲧⲏⲥ,σκεπαστησ,4
ⲹⲓⲥⲧⲟⲣⲓⲍⲉ,ⲹιστοριζε,4
ⲣⲉⲓⲣⲏⲛⲏ,ρειρηνη,4
ⲡⲁⲓⲇⲉⲥ,παιδεσ,4
ⲇⲉⲕⲁⲡⲟⲗⲓⲥ,δεκαπολισ,4
ⲫⲓⲗⲟⲡⲁⲧⲱⲣ,φιλοπατωρ,4
ⲉⲥⲧⲱ,εστω,4
ⲙⲁⲓⲡⲉⲭⲣⲓⲥⲧⲟⲥ,μαιπεχριστοσ,4
ⲡⲉⲛ,πεν,4
ⲥⲁⲧⲁⲛⲁⲥ,σατανασ,4
ⲫⲣⲁⲅⲉⲗⲗⲟⲩ,φραγελλου,4
ⲉⲓⲕⲏ,εικη,4
ⲇⲁⲡⲁⲛⲏ,δαπανη,4
ⲇⲓⲁⲑⲉⲥⲓⲥ,διαθεσισ,4
ⲕⲁⲓⲡⲉⲣ,καιπερ,4
ⲁⲅⲱⲛⲟⲑⲉⲧⲏⲥ,αγωνοθετησ,4
ⲹⲟⲃⲟⲗⲟⲥ,ⲹοβολοσ,4
ⲙⲛⲧⲉⲗⲁⲭⲓⲥⲧⲟⲥ,μντελαχιστοσ,4
ⲙⲉⲅⲉⲑⲟⲥ,μεγεθοσ,4
ⲁⲡⲟⲇⲏⲙⲉⲓ,αποδημει,4
ⲁⲗⲗⲟⲧⲣⲓⲟⲛ,αλλοτριον,4
ⲥⲭⲓⲥⲙⲁ,σχισμα,4
ⲭⲗⲁⲙⲩⲥ,χλαμυσ,4
ⲇⲏⲙⲟⲥⲓⲁ,δημοσια,4
ⲹⲉⲣⲙⲏⲥ,ⲹερμησ,4
ⲁⲥⲫⲁⲗⲓⲍⲉ,ασφαλιζε,4
ⲉⲣⲃⲟⲏⲑⲓⲛ,ερβοηθιν,4
ⲁⲣⲓⲹⲓⲣⲏⲛⲏ,αριⲹιρηνη,4
ⲡⲛⲁⲧⲓⲕⲱⲥ,πνατικωσ,4
ⲓⲉ,ιε,4
ⲡⲣⲉⲡⲟⲥⲓⲧⲟⲥ,πρεποσιτοσ,4
ⲻⲓⲛⲉⲣⲁⲡⲁⲛⲧⲁⲛ,ⲻινεραπανταν,4
ⲉⲣⲃⲗⲁⲡⲧⲓⲛ,ερβλαπτιν,4
ⲙⲉⲧⲇⲟⲗⲟⲥ,μετδολοσ,4
ⲧⲁⲩⲧⲁ,ταυτα,4
ⲉⲣⲉⲩⲑⲏⲛⲓⲛ,ερευθηνιν,4
ⲡⲣⲟⲥⲟⲩⲥⲏⲟⲩ,προσουσηου,4
ⲹⲏⲇⲉⲱⲥ,ⲹηδεωσ,4
ⲥⲩⲙⲡⲟⲥⲓⲟⲛ,συμποσιον,4
ⲕⲁⲧⲁⲫⲣⲟⲛⲏⲧⲏⲥ,καταφρονητησ,4
ⲡⲣⲟⲃⲗⲏⲙⲁ,προβλημα,4
ⲉⲣⲛⲏⲫⲓⲛ,ερνηφιν,4
ⲭⲣⲟⲛⲟⲛ,χρονον,4
ⲉⲣⲫⲟⲣⲉⲓⲛ,ερφορειν,4
ⲭⲱⲣⲟⲥ,χωροσ,4
ⲉⲣⲭⲁⲣⲓⲍⲉⲥⲑⲁⲓ,ερχαριζεσθαι,4
ⲉⲣⲯⲁⲗⲗⲉⲓⲛ,ερψαλλειν,4
ⲉⲣⲕⲁⲑⲁⲣⲓⲍⲉⲓⲛ,ερκαθαριζειν,4
ⲁⲗⲁⲃⲁⲥⲧⲣⲟⲛ,αλαβαστρον,4
ⲧⲟⲩⲧⲟ,τουτο,4
ⲙⲉⲣⲟⲩⲥ,μερουσ,4
ⲣⲁⲡⲟⲥⲧⲟⲗⲟⲥ,ραποστολοσ,4
ⲥⲧⲁⲥⲓⲥ,στασισ,4
ⲥⲓⲛⲇⲱⲛ,σινδων,4
ⲛⲁⲣⲇⲟⲥ,ναρδοσ,4
ⲁⲡⲁⲣⲛⲁ,απαρνα,4
ⲭⲣⲏⲥⲧⲓⲁⲛⲟⲥ,χρηστιανοσ,4
ⲡⲁⲣⲁⲕⲗⲏⲧⲟⲥ,παρακλητοσ,4
ⲹⲓⲥⲧⲁⲩⲣⲟⲥ,ⲹισταυροσ,4
ⲹⲓⲡⲓⲥⲧⲁⲩⲣⲟⲥ,ⲹιπισταυροσ,4
ⲙⲉⲧⲁⲣⲭⲓⲉⲣⲉⲩⲥ,μεταρχιερευσ,4
ⲁⲡⲟⲗⲩ,απολυ,4
ⲕⲁⲕⲟⲩⲣⲅⲟⲥ,κακουργοσ,4
ⲁⲫⲑⲁⲣⲧⲟⲥ,αφθαρτοσ,4
ⲁⲗⲫⲁ,αλφα,4
ⲁⲡⲟⲕⲁⲑⲓⲥⲧⲁ,αποκαθιστα,4
ⲁⲗⲗⲟ,αλλο,4
ⲭⲁⲗⲁⲍⲁ,χαλαζα,4
ⲁⲥⲫⲁⲗⲱⲥ,ασφαλωσ,4
ⲭⲣⲓⲥⲙⲁ,χρισμα,4
ⲭⲱⲣⲏⲙⲁ,χωρημα,4
ⲕⲁⲧⲁⲗⲁⲙⲃⲁⲛⲉ,καταλαμβανε,4
ⲁⲡⲟⲧⲁⲅⲏ,αποταγη,4
ⲡⲁⲣⲁⲡⲗⲏⲝ,παραπληξ,4
ⲹⲓⲗⲓⲕⲣⲓⲛⲉⲥ,ⲹιλικρινεσ,4
ⲿⲁⲡⲟⲗⲟⲅⲓⲁ,ⲿαπολογια,4
ⲹⲓⲥⲟⲥ,ⲹισοσ,4
ⲁⲛⲑⲣⲁⲝ,ανθραξ,4
ⲫⲁⲥⲕⲓⲁ,φασκια,4
ⲙⲛⲧⲁⲣⲭⲓⲉⲣⲉⲩⲥ,μνταρχιερευσ,4
ⲍⲱⲕⲣⲁⲧⲱⲣ,ζωκρατωρ,4
ⲃⲁⲑⲙⲟⲥ,βαθμοσ,4
ⲕⲁⲧⲁⲗⲁⲗⲉⲓⲁ,καταλαλεια,4
ⲣⲛⲏⲥⲧⲉⲩⲉ,ρνηστευε,4
ⲡⲧⲱⲙⲁ,πτωμα,4
ⲍⲓⲍⲁⲛⲓⲟⲛ,ζιζανιον,4
ⲕⲁⲧⲁⲫⲣⲟⲛⲓⲧⲏⲥ,καταφρονιτησ,4
ⲛⲝ,νξ,4
ⲡⲁⲣⲁⲗⲓⲁ,παραλια,4
ⲧⲉⲣⲉⲃⲓⲛⲑⲟⲥ,τερεβινθοσ,4
ⲭⲙⲁⲗⲱⲥⲓⲁ,χμαλωσια,4
ⲁⲙⲉⲣⲓ,αμερι,4
ⲹⲓⲡⲡⲉⲩⲥ,ⲹιππευσ,4
ⲡⲟⲣⲛⲉⲩⲓⲛ,πορνευιν,4
ⲉⲗⲁⲙⲓⲧⲏⲥ,ελαμιτησ,4
ⲫⲣⲁⲅⲙⲟⲥ,φραγμοσ,4
ⲕⲣⲁⲧⲏⲣ,κρατηρ,4
ⲁⲣⲭⲓⲙⲁⲅⲓⲣⲟⲥ,αρχιμαγιροσ,4
ⲟⲛⲟⲙⲁⲥⲧⲟⲥ,ονομαστοσ,4
ⲉⲣⲅⲟⲇⲓⲱⲕⲧⲏⲥ,εργοδιωκτησ,4
ⲥⲧⲩⲭⲟⲥ,στυχοσ,4
ⲕⲁⲑⲁⲣⲟⲥ,καθαροσ,4
ⲣⲉⲵⲿⲹⲁⲡ,ρεⲵⲿⲹαπ,4
ⲥⲩⲛⲇⲟⲛⲓⲟⲛ,συνδονιον,4
ⲉⲩⲥⲭⲏⲙⲱⲛ,ευσχημων,4
ⲃⲁⲥⲓⲗⲓⲟⲥ,βασιλιοσ,4
ⲕⲉⲗⲉⲩⲓⲛ,κελευιν,4
ⲕⲟⲗⲗⲟⲑⲟⲥ,κολλοθοσ,4
ⲁⲡⲉⲭⲉ,απεχε,4
ⲡⲟⲇⲏⲣⲏ,ποδηρη,3
ⲣⲡⲟⲗⲉⲙⲟⲥ,ρπολεμοσ,3
ⲉⲗⲑⲏⲥ,ελθησ,3
ⲕⲟⲓⲗⲓⲁ,κοιλια,3
ⲡⲣⲓⲱⲟⲩ,πριωου,3
ⲁⲛⲁⲃⲁⲥⲓⲥ,αναβασισ,3
ⲥⲕⲓⲣⲧⲁ,σκιρτα,3
ⲕⲩⲛⲇⲩⲛⲟⲥ,κυνδυνοσ,3
ⲇⲓⲁⲧⲣⲉⲡⲉ,διατρεπε,3
ⲑⲉⲟⲧⲟⲕⲟⲥ,θεοτοκοσ,3
ⲑⲉⲟⲇⲱⲥⲓⲟⲥ,θεοδωσιοσ,3
ⲉⲓⲣⲏⲛⲓⲕⲟⲥ,ειρηνικοσ,3
ⲁⲗⲁⲗⲓⲁ,αλαλια,3
ⲁⲣⲓⲥⲧⲁ,αριστα,3
ⲥⲕⲩⲗⲙⲟⲥ,σκυλμοσ,3
ⲉⲅⲱ,εγω,3
ⲡⲣⲁⲅⲙⲁⲧⲓⲁ,πραγματια,3
ⲹⲩⲡⲟⲙⲛⲏⲙⲁ,ⲹυπομνημα,3
ⲕⲁⲕⲏⲕⲉⲫⲁⲗⲏ,κακηκεφαλη,3
ⲕⲉⲛⲧⲏⲛⲁⲣⲓⲟⲛ,κεντηναριον,3
ⲙⲁⲛⲓⲁⲕⲏⲥ,μανιακησ,3
ⲹⲓⲥⲱⲛ,ⲹισων,3
ⲡⲁⲣⲁⲣⲟ,παραρο,3
ⲁⲛⲕⲉⲫⲁⲗⲟⲥ,ανκεφαλοσ,3
ⲝⲱⲣⲓⲍⲉ,ξωριζε,3
unknown,unknown,3
ⲁⲑⲉⲧⲓ,αθετι,3
ⲁⲩⲧⲟⲩ,αυτου,3
ⲁⲡⲟ,απο,3
ⲃⲓⲃⲗⲟⲥ,βιβλοσ,3
ⲁⲉⲧⲟⲥ,αετοσ,3
ⲁⲛⲁⲗⲁⲙⲃⲁⲛⲉ,αναλαμβανε,3
ⲡⲣⲟⲕⲟⲡⲧⲉⲓ,προκοπτει,3
ⲳⲙⲳⲉⲉⲓⲇⲱⲗⲟⲛ,ⲳμⲳεειδωλον,3
ⲿⲙⲉⲧⲁⲛⲟⲓⲁ,ⲿμετανοια,3
ⲛⲟⲩⲙⲉⲣⲟⲛ,νουμερον,3
ⲁⲡⲟⲛⲟⲓⲁ,απονοια,3
ⲭⲁⲗⲓⲛⲟⲩ,χαλινου,3
ⲟⲛⲟⲙⲁⲥⲓⲁ,ονομασια,3
ⲙⲛⲧⲇⲓⲕⲁⲓⲟⲥ,μντδικαιοσ,3
ⲫⲱⲥⲥⲁ,φωσσα,3
ⲁⲗⲟⲅⲟⲛ,αλογον,3
ⲹⲁⲙⲁ,ⲹαμα,3
ⲅⲉⲛⲉⲥⲓⲥ,γενεσισ,3
ⲯⲁⲗⲙⲱⲇⲟⲥ,ψαλμωδοσ,3
ⲥⲩⲛⲕⲗⲏⲧⲓⲕⲟⲥ,συνκλητικοσ,3
ⲙⲱⲅⲓⲥ,μωγισ,3
ⲙⲱⲛⲟⲛ,μωνον,3
ⲹⲩⲡⲉⲣⲉⲧⲉⲓ,ⲹυπερετει,3
ⲙⲛⲧⲕⲁⲑⲁⲣⲟⲥ,μντκαθαροσ,3
ⲕⲩⲡⲏ,κυπη,3
ⲹⲩⲡⲟⲙⲓⲛⲏ,ⲹυπομινη,3
ⲉⲓ,ει,3
ⲣⲭⲏⲣⲁ,ρχηρα,3
ⲣⲭⲣⲏⲥⲧⲟⲥ,ρχρηστοσ,3
ⲹⲏⲣⲱⲇⲓⲁⲛⲟⲥ,ⲹηρωδιανοσ,3
ⲉⲡⲓⲥⲧⲏⲙⲉⲓ,επιστημει,3
ⲕⲩⲍⲓⲕⲟⲥ,κυζικοσ,3
ⲥⲉⲗⲓⲥ,σελισ,3
ⲕⲁⲧⲁⲕⲣⲓⲙⲁ,κατακριμα,3
ⲡⲓⲑⲉ,πιθε,3
ⲙⲛⲧⲹⲁⲡⲗⲟⲩⲥ,μντⲹαπλουσ,3
ⲱⲕⲉⲁⲛⲟⲥ,ωκεανοσ,3
ⲁⲣⲕⲁⲇⲓⲟⲥ,αρκαδιοσ,3
ⲡⲁⲣⲁⲛⲟⲙⲉⲓ,παρανομει,3
ⲥⲉⲙⲛⲟⲛ,σεμνον,3
ⲉⲡⲓⲛⲓⲕⲓⲟⲛ,επινικιον,3
ⲉⲅⲕⲣⲁⲧⲏⲥ,εγκρατησ,3
ⲹⲟⲡⲟⲩ,ⲹοπου,3
ⲉⲗⲉⲅⲭⲉ,ελεγχε,3
ⲁⲛⲧⲓⲗⲉⲅⲉ,αντιλεγε,3
ⲑⲉⲟⲡⲓⲥⲧⲟⲥ,θεοπιστοσ,3
ⲡⲟⲗⲉⲓⲧⲉⲓⲁ,πολειτεια,3
ⲁⲛⲟⲙⲟⲛ,ανομον,3
ⲑⲁⲗⲡⲉⲓ,θαλπει,3
ⲇⲓⲱⲕⲧⲏⲥ,διωκτησ,3
ⲑⲉⲣⲁⲡⲓⲁ,θεραπια,3
ⲓⲟⲩⲗⲓⲟⲥ,ιουλιοσ,3
ⲕⲧⲏⲙⲁ,κτημα,3
ⲕⲁⲓⲣⲱⲥ,καιρωσ,3
ⲹⲉⲗⲡⲓⲍ,ⲹελπιζ,3
ⲣⲉⲵⲉⲡⲓⲑⲩⲙⲉⲓ,ρεⲵεπιθυμει,3
ⲥⲡⲟⲣⲁ,σπορα,3
ⲹⲟⲗⲟⲕⲁⲩⲧⲱⲙⲁ,ⲹολοκαυτωμα,3
ⲥⲡⲗⲁⲅⲭⲛⲟⲛ,σπλαγχνον,3
ⲥⲩⲙⲫⲟⲣⲁ,συμφορα,3
ⲧⲉⲭⲛⲏⲧⲏⲥ,τεχνητησ,3
ⲃⲉⲗⲉⲧⲁⲣⲓⲟⲥ,βελεταριοσ,3
ⲹⲁⲣⲙⲉⲛⲓⲁ,ⲹαρμενια,3
ⲁⲧⲁⲝⲓⲁ,αταξια,3
ⲁⲛⲁⲡⲁⲩⲉ,αναπαυε,3
ⲁⲛⲁⲥⲧⲣⲟⲫⲏ,αναστροφη,3
ⲹⲓⲥⲟⲛ,ⲹισον,3
ⲇⲓⲁⲫⲟⲣⲁ,διαφορα,3
ⲁⲕⲣⲓⲃⲓⲁ,ακριβια,3
ⲉⲣⲩⲑⲣⲁ,ερυθρα,3
ⲡⲟⲣⲛⲓⲟⲛ,πορνιον,3
ⲹⲟⲙⲟⲟⲩⲥⲓⲟⲥ,ⲹομοουσιοσ,3
ⲭⲁⲣⲁⲕⲧⲏⲣ,χαρακτηρ,3
ⲗⲓⲧⲣⲁ,λιτρα,3
ⲙⲏⲧⲣⲟⲡⲟⲗⲓⲥ,μητροπολισ,3
ⲕⲁⲓⲥⲁⲣ,καισαρ,3
ⲙⲛⲧⲙⲁⲕⲁⲣⲓⲟⲥ,μντμακαριοσ,3
ⲇⲓⲁⲃⲁⲗⲗⲉ,διαβαλλε,3
ⲁⲅⲁⲁⲡⲏ,αγααπη,3
ⲥⲁⲣⲕⲓⲕⲱⲥ,σαρκικωσ,3
ⲉⲡⲓⲑⲁⲛⲁⲧⲓⲟⲥ,επιθανατιοσ,3
ⲉⲣⲑⲉⲁⲧⲣⲟⲛ,ερθεατρον,3
ⲉⲡⲓⲕⲁⲑⲉⲣⲙⲁ,επικαθερμα,3
ⲉⲣⲉⲡⲓⲑⲩⲙⲓⲛ,ερεπιθυμιν,3
ⲁⲡⲁⲝ,απαξ,3
ⲭⲗⲟⲏⲥ,χλοησ,3
ⲁⲛ,αν,3
ⲙⲉⲧⲁⲥⲑⲏⲛⲏⲥ,μετασθηνησ,3
ⲙⲉⲧⲁⲅⲉⲛⲏⲥ,μεταγενησ,3
ⲙⲓⲥⲑⲱⲧⲏⲥ,μισθωτησ,3
ⲕⲱⲙⲟⲡⲟⲗⲓⲥ,κωμοπολισ,3
ⲡⲓⲝⲓⲟⲛ,πιξιον,3
ⲉⲡⲓⲃⲟⲩⲗⲟⲥ,επιβουλοσ,3
ⲕⲁⲛⲑⲁⲣⲟⲥ,κανθαροσ,3
ⲉⲣⲉⲅⲕⲣⲁⲧⲉⲩⲉⲥⲑⲉ,ερεγκρατευεσθε,3
ⲉⲣⲙⲉⲗⲓ,ερμελι,3
ⲧⲟⲗⲟⲓⲡⲟⲛ,τολοιπον,3
ⲉⲣⲕⲁⲧⲁⲭⲣⲁⲥⲑⲉ,ερκαταχρασθε,3
ⲉⲣⲁⲕⲙⲏ,ερακμη,3
ⲡⲣⲟⲫⲏⲧⲉⲓⲁ,προφητεια,3
ⲉⲣⲉⲡⲓⲥⲕⲟⲡⲟⲥ,ερεπισκοποσ,3
ⲹⲟⲙⲟⲗⲟⲅⲏⲧⲏⲥ,ⲹομολογητησ,3
ⲇⲟⲗⲟⲥ,δολοσ,3
ⲇⲓⲟⲥⲕⲟⲣⲟⲥ,διοσκοροσ,3
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲏ,πνευματικη,3
ⲙⲁⲕⲉⲗⲗⲟⲥ,μακελλοσ,3
ⲇⲓⲁⲕⲣⲓⲥⲓⲥ,διακρισισ,3
ⲁⲭⲁⲓⲕⲟⲥ,αχαικοσ,3
ⲕⲩⲣⲓⲁⲕⲟⲛ,κυριακον,3
ⲕⲉⲛⲧⲩⲣⲓⲱⲛ,κεντυριων,3
ⲑⲉⲟⲇⲟⲥⲓⲟⲥ,θεοδοσιοσ,3
ⲫⲁⲣⲙⲁⲅⲓⲁ,φαρμαγια,3
ⲉⲣⲙⲏⲛⲓⲁ,ερμηνια,3
ⲁⲅⲅⲉⲗⲓⲕⲏ,αγγελικη,3
ⲁⲛⲧⲓⲕⲉⲓⲙⲉⲛⲟⲥ,αντικειμενοσ,3
ⲙⲉⲧⲁⲅⲓⲟⲥ,μεταγιοσ,3
ⲉⲣⲁⲓⲧⲉⲓⲛ,εραιτειν,3
ⲕⲁⲛⲓⲥⲕⲓⲟⲛ,κανισκιον,3
ⲙⲁⲕⲟⲩⲣⲓⲁ,μακουρια,3
ⲙⲁⲩⲣⲱⲧⲁⲛⲓⲁ,μαυρωτανια,3
ⲡⲗⲁⲧⲉⲓⲁ,πλατεια,3
ⲡⲗⲏⲅⲉ,πληγε,3
ⲡⲉⲣⲓⲕⲉⲫⲁⲗⲁⲓⲁ,περικεφαλαια,3
ⲣⲇⲓⲕⲁⲓⲟⲥ,ρδικαιοσ,3
ⲹⲗⲡⲓⲍⲉ,ⲹλπιζε,3
ⲧⲣⲁⲓⲁⲛⲟⲥ,τραιανοσ,3
ⲁⲇⲣⲓⲁⲛⲟⲥ,αδριανοσ,3
ⲅⲩⲙⲛⲁⲍⲉ,γυμναζε,3
ⲉⲡⲉⲧⲓⲙⲁ,επετιμα,3
ⲹⲉⲕⲁⲧⲏ,ⲹεκατη,3
ⲫⲟⲛⲉⲩⲥ,φονευσ,3
ⲙⲉⲥⲟⲥ,μεσοσ,3
ⲥⲡⲓⲛⲑⲏⲣ,σπινθηρ,3
ⲁⲣⲏⲥ,αρησ,3
ⲉⲅⲕⲁⲕⲉⲓ,εγκακει,3
ⲙⲉⲣⲓⲍⲉ,μεριζε,3
ⲡⲁⲣⲁⲡⲟⲗⲏ,παραπολη,3
ⲧⲓⲧⲗⲟⲥ,τιτλοσ,3
ⲡⲁⲛⲑⲏⲣ,πανθηρ,3
ⲙⲛⲧⲁⲥⲑⲉⲛⲏⲥ,μντασθενησ,3
ⲇⲓⲁⲕⲱⲛⲟⲥ,διακωνοσ,3
ⲕⲁⲓⲛⲏ,καινη,3
ⲿⲛⲟⲙⲟⲥ,ⲿνομοσ,3
ⲣⲡⲁⲣⲁⲅⲉ,ρπαραγε,3
ⲣⲡⲁⲣⲁⲓⲧⲉⲓ,ρπαραιτει,3
ⲑⲛⲉⲉⲣⲅⲁⲧⲏⲥ,θνεεργατησ,3
ⲡⲁⲣⲁⲕⲟⲓⲧⲱⲛ,παρακοιτων,3
ⲁⲛⲟⲏⲧⲟⲥ,ανοητοσ,3
ⲙⲉⲧⲭⲏⲣⲁ,μετχηρα,3
ⲁⲥⲧⲓⲟⲥ,αστιοσ,3
ⲁⲭⲁⲧⲏⲥ,αχατησ,3
ⲧⲩⲭⲏ,τυχη,3
ⲹⲩⲥⲥⲱⲡⲟⲥ,ⲹυσσωποσ,3
ⲙⲉⲧⲹⲏⲅⲉⲙⲱⲛ,μετⲹηγεμων,3
ⲁⲕⲣⲁⲧⲟⲛ,ακρατον,3
ⲥⲕⲁⲫⲏ,σκαφη,3
ⲁⲥⲑⲉⲛⲉⲓⲁ,ασθενεια,3
ⲡⲓⲣⲁ,πιρα,3
ⲕⲛⲱⲥⲓⲥ,κνωσισ,3
ⲡⲓⲥⲧⲓⲕⲏ,πιστικη,3
ⲑⲉⲟⲇⲱⲣⲟⲥ,θεοδωροσ,3
ⲉⲣⲛⲭⲣⲓⲁ,ερνχρια,3
ⲹⲓⲥⲧⲱⲣⲓⲁ,ⲹιστωρια,3
ⲗⲩⲕⲓⲁ,λυκια,3
ⲑⲉⲟⲕⲧⲓⲥⲧⲟⲥ,θεοκτιστοσ,3
ⲁⲡⲟⲥⲩⲛⲁⲅⲱⲅⲟⲥ,αποσυναγωγοσ,3
ⲓⲙⲏⲿ,ιμηⲿ,3
ⲁⲕⲣⲓⲃⲱⲥ,ακριβωσ,3
ⲙⲉⲧⲹⲁⲡⲗⲟⲩⲥ,μετⲹαπλουσ,3
ⲡⲁⲣⲁⲕⲗⲏ,παρακλη,3
ⲕⲩⲡⲣⲓⲟⲥ,κυπριοσ,3
ⲉⲣⲙⲉⲧⲁⲛⲟⲉⲓⲛ,ερμετανοειν,3
ⲣⲏⲥⲓⲥ,ρησισ,3
ⲁⲑⲁⲛⲁⲥⲓⲁ,αθανασια,3
ⲭⲉⲓⲣⲟⲇⲟⲛⲉⲓ,χειροδονει,3
ⲥⲡⲗⲏⲛ,σπλην,3
ⲧⲁⲗⲉⲡⲣⲟⲥⲫⲟⲣⲁ,ταλεπροσφορα,3
ⲙⲛⲧⲡⲣⲟⲇⲟⲧⲏⲥ,μντπροδοτησ,3
ⲙⲛⲧⲧⲩⲣⲁⲛⲛⲟⲥ,μνττυραννοσ,2
ⲟⲛ,ον,2
ⲥⲩⲛⲭⲱⲣⲏⲥⲓⲥ,συνχωρησισ,2
ⲗⲉⲩⲕⲟⲫⲟⲣⲉⲓ,λευκοφορει,2
ⲙⲉⲧⲣⲟⲛ,μετρον,2
ⲹⲟⲙⲁⲓⲱⲥ,ⲹομαιωσ,2
ⲥⲩⲙⲁⲛⲉ,συμανε,2
ⲥⲩⲛⲑⲩⲕⲏ,συνθυκη,2
ⲥⲧⲉⲫⲁⲛⲓⲧⲏⲥ,στεφανιτησ,2
ⲁⲕⲣⲱⲁⲧⲏⲥ,ακρωατησ,2
ⲑⲩⲣⲁⲡⲉⲩⲉ,θυραπευε,2
ⲡⲁⲣⲣⲟⲩⲥⲓⲁ,παρρουσια,2
ⲡⲗⲏⲣⲟⲩ,πληρου,2
ⲁⲇⲱⲛⲉⲓ,αδωνει,2
ⲡⲁⲣⲁⲙⲩⲑⲓⲁ,παραμυθια,2
ⲉⲩⲡⲟⲣⲉⲓ,ευπορει,2
ⲹⲩⲡⲟⲩⲣⲅⲉⲓ,ⲹυπουργει,2
ⲁⲥⲧⲉⲣⲓⲟⲥ,αστεριοσ,2
ⲁⲅⲓⲟⲩ,αγιου,2
ⲉⲝⲱⲣⲓⲥⲧⲉⲓⲁ,εξωριστεια,2
ⲥⲉⲃⲁⲥⲧⲓⲁⲛⲟⲥ,σεβαστιανοσ,2
ⲁⲡⲟⲗⲗⲟⲛ,απολλον,2
ⲉⲣⲙⲏⲧⲁⲣⲓⲟⲛ,ερμηταριον,2
ⲡⲉⲗⲁⲕ,πελακ,2
ⲕⲁⲧⲁⲡⲟⲛⲿⲍⲉ,καταπονⲿζε,2
ⲣⲑⲩⲥⲓⲁⲍⲉ,ρθυσιαζε,2
ⲃⲟⲙⲱⲥ,βομωσ,2
ⲣⲁⲡⲟⲡⲛⲓⲅⲉ,ραποπνιγε,2
ⲹⲣⲟⲕⲉⲩⲉ,ⲹροκευε,2
ⲹⲩⲡⲉⲣⲉⲥⲓⲁ,ⲹυπερεσια,2
ⲉⲝⲉⲇⲣⲁ,εξεδρα,2
ⲿⲕⲁⲥⲓⲥ,ⲿκασισ,2
ⲉⲝⲟⲣⲓⲥⲙⲉⲛⲟⲥ,εξορισμενοσ,2
ⲁⲗⲉⲝⲁⲛⲇⲣⲉⲩⲥ,αλεξανδρευσ,2
ⲡⲁⲣⲁⲕⲁⲗⲉ,παρακαλε,2
ⲕⲟⲗⲗⲁⲣⲓⲟⲛ,κολλαριον,2
ⲡⲁⲓⲇⲁⲓⲥ,παιδαισ,2
ⲁⲛⲿⲛⲱⲟⲩ,ανⲿνωου,2
ⲗⲟⲅⲭⲓⲍⲉ,λογχιζε,2
ⲁⲣⲭⲏⲧⲉⲕⲧⲱⲛ,αρχητεκτων,2
ⲁⲥⲭⲏⲙⲟⲛⲉⲓ,ασχημονει,2
ⲧⲁⲣⲁⲥⲥⲉ,ταρασσε,2
ⲭⲉⲓⲙⲏⲧⲓ,χειμητι,2
ⲁⲅⲱⲛⲓⲥⲧⲏⲥ,αγωνιστησ,2
ⲉⲝⲏⲅⲓⲥⲑⲁⲓ,εξηγισθαι,2
ⲕⲟⲗⲟⲃⲓⲟⲛ,κολοβιον,2
