coptic,greek,pmi,count,source
ⲉⲅⲅⲩⲏ,εγγυη,,,loanword_only
ⲑⲉⲣⲙⲏⲥⲓ,θερμησι,,,loanword_only
ⲥⲩⲛⲫⲱⲛⲓⲛ,συνφωνιν,,,loanword_only
ⲃⲏⲑⲁⲛⲓⲁ,βηθανια,,,loanword_only
ⲉⲝⲉⲥⲧⲓ,εξεστι,,,loanword_only
ⲭⲣⲩⲥⲟⲗⲓⲛⲑⲟⲥ,χρυσολινθοσ,,,loanword_only
ⲙⲁⲣⲧⲩⲣⲓⲟⲛ,μαρτυριον,,,loanword_only
ⲥⲭⲏⲙⲁ,σχημα,,,loanword_only
ⲃⲁⲥⲕⲁⲛⲟⲥ,βασκανοσ,,,loanword_only
ⲥⲧⲁⲩⲣⲟⲥ,σταυροσ,,,loanword_only
ⲟⲭⲗⲟⲥ,οχλοσ,,,loanword_only
ⲣⲛⲏⲥⲧⲉⲩⲉ,ρνηστευε,,,loanword_only
ⲟⲗⲟⲕⲁⲩⲧⲱⲙⲁ,ολοκαυτωμα,,,loanword_only
ⲡⲣⲁⲓⲧⲱⲣⲓⲟⲛ,πραιτωριον,,,loanword_only
ⲁⲡⲉⲣⲁⲛⲧⲟⲥ,απεραντοσ,,,loanword_only
ⲡⲁⲣⲁⲛⲟⲙⲉⲓ,παρανομει,,,loanword_only
ⲕⲏⲧⲟⲥ,κητοσ,,,loanword_only
ⲕⲁⲕⲱⲥ,κακωσ,,,loanword_only
ⲉⲥⲩⲭⲓⲁ,εσυχια,,,loanword_only
ⲕⲩⲣⲓⲝ,κυριξ,,,loanword_only
ⲙⲉⲥⲟⲡⲟⲧⲁⲙⲓⲁ,μεσοποταμια,,,loanword_only
ⲡⲗⲁⲡⲧⲉⲓ,πλαπτει,,,loanword_only
ⲙⲛⲧⲉⲡⲓⲥⲕⲟⲡⲟⲥ,μντεπισκοποσ,,,loanword_only
ⲁⲡⲟⲗⲩ,απολυ,,,loanword_only
ⲁⲗⲏⲑⲱⲥ,αληθωσ,,,loanword_only
ⲁⲙⲉⲣⲓ,αμερι,,,loanword_only
ⲃⲟⲧⲁⲛⲏ,βοτανη,,,loanword_only
ⲛⲟⲙⲓⲙⲟⲛ,νομιμον,,,loanword_only
ⲉⲣⲁⲕⲟⲗⲟⲩⲑⲓⲛ,ερακολουθιν,,,loanword_only
ⲉⲓⲧⲉ,ειτε,,,loanword_only
ⲑⲉⲟⲫⲟⲣⲟⲥ,θεοφοροσ,,,loanword_only
ⲕⲁⲓⲛⲏ,καινη,,,loanword_only
ⲇⲁⲙⲓⲁⲛⲟⲥ,δαμιανοσ,,,loanword_only
ⲉⲣⲁⲡⲟⲥⲧⲟⲗⲟⲥ,εραποστολοσ,,,loanword_only
ⲉⲣⲏⲙⲟⲥ,ερημοσ,,,loanword_only
ⲡⲣⲉⲥⲃⲉⲩⲉ,πρεσβευε,,,loanword_only
ⲁⲣⲭⲉⲟⲥ,αρχεοσ,,,loanword_only
ⲉⲡⲓⲥⲧⲏⲙⲏ,επιστημη,,,loanword_only
ⲁⲛⲧⲓⲇⲓⲕⲟⲥ,αντιδικοσ,,,loanword_only
ⲡⲗⲁⲛⲟⲥ,πλανοσ,,,loanword_only
ⲟⲩⲥⲓⲁ,ουσια,,,loanword_only
ⲙⲟⲩⲥⲓⲕⲟⲛ,μουσικον,,,loanword_only
ⲫⲩⲥⲓ,φυσι,,,loanword_only
ⲡⲁⲛⲧⲱⲥ,παντωσ,,,loanword_only
ⲉⲗⲉⲩⲑⲉⲣⲟⲩ,ελευθερου,,,loanword_only
ⲙⲛⲧⲭⲣⲓⲥⲧⲟⲥ,μντχριστοσ,,,loanword_only
ⲡⲉⲣⲥⲓⲥ,περσισ,,,loanword_only
ⲕⲱⲗⲩⲉ,κωλυε,,,loanword_only
ⲁⲡⲁⲣⲭⲏ,απαρχη,,,loanword_only
ⲥⲁⲗⲡⲓⲅⲝ,σαλπιγξ,,,loanword_only
ⲕⲱⲙⲟⲡⲟⲗⲓⲥ,κωμοπολισ,,,loanword_only
ⲙⲟⲅⲓⲥ,μογισ,,,loanword_only
ⲕⲁⲗⲟⲥ,καλοσ,,,loanword_only
ⲙⲛⲧⲁⲣⲅⲟⲥ,μνταργοσ,,,loanword_only
ⲉⲣⲏⲙⲓⲁ,ερημια,,,loanword_only
ⲫⲣⲟⲛⲧⲓⲍⲉ,φροντιζε,,,loanword_only
ⲁⲓⲭⲙⲁⲗⲱⲧⲟⲥ,αιχμαλωτοσ,,,loanword_only
ⲅⲉⲛⲉⲁ,γενεα,,,loanword_only
ⲛⲟⲉⲣⲟⲥ,νοεροσ,,,loanword_only
ⲗⲉⲡⲧⲟⲛ,λεπτον,,,loanword_only
ⲁⲅⲣⲓⲟⲥ,αγριοσ,,,loanword_only
ⲕⲁⲑⲟⲗⲓⲕⲏ,καθολικη,,,loanword_only
ⲙⲏⲭⲁⲛⲏ,μηχανη,,,loanword_only
ⲇⲓⲁⲡⲉⲣⲁ,διαπερα,,,loanword_only
ⲕⲁⲗⲩⲙⲙⲁ,καλυμμα,,,loanword_only
ⲁⲭⲱⲣⲏⲧⲟⲛ,αχωρητον,,,loanword_only
ⲇⲣⲩⲙⲟⲥ,δρυμοσ,,,loanword_only
ⲥⲁⲣⲇⲓⲟⲛ,σαρδιον,,,loanword_only
ⲥⲁⲣⲁⲡⲓⲟⲛ,σαραπιον,,,loanword_only
ⲕⲩⲣⲓⲟⲥ,κυριοσ,,,loanword_only
ⲥⲱⲙⲁⲧⲓⲕⲟⲛ,σωματικον,,,loanword_only
ⲕⲁⲡⲛⲟⲥ,καπνοσ,,,loanword_only
ⲥⲁⲗⲡⲓⲅⲅⲟⲥ,σαλπιγγοσ,,,loanword_only
ⲁⲥⲑⲉⲛⲏⲥ,ασθενησ,,,loanword_only
ⲉⲣⲅⲟⲇⲓⲱⲕⲧⲏⲥ,εργοδιωκτησ,,,loanword_only
ⲥⲓⲇⲱⲛ,σιδων,,,loanword_only
ⲉⲡⲁⲣⲭⲟⲥ,επαρχοσ,,,loanword_only
ⲧⲁⲣⲧⲁⲣⲟⲥ,ταρταροσ,,,loanword_only
ⲍⲱⲏ,ζωη,,,loanword_only
ⲁⲫⲑⲁⲣⲧⲟⲥ,αφθαρτοσ,,,loanword_only
ⲁⲡⲟⲫⲁⲥⲓⲥ,αποφασισ,,,loanword_only
ⲑⲉⲟⲡⲓⲥⲧⲟⲥ,θεοπιστοσ,,,loanword_only
ⲭⲱⲣⲓⲥ,χωρισ,,,loanword_only
ⲁⲣⲓⲥⲧⲟⲛ,αριστον,,,loanword_only
ⲕⲩⲕⲗⲟⲥ,κυκλοσ,,,loanword_only
ⲉⲣⲁⲅⲱⲛⲓⲍⲉⲥⲑⲉ,εραγωνιζεσθε,,,loanword_only
ⲁⲡⲁⲧⲁ,απατα,,,loanword_only
ⲑⲉⲟⲗⲟⲅⲟⲥ,θεολογοσ,,,loanword_only
ⲃⲗⲁⲡⲧⲉⲓ,βλαπτει,,,loanword_only
ⲁⲅⲱⲛⲟⲑⲉⲧⲏⲥ,αγωνοθετησ,,,loanword_only
ⲫⲟⲣⲉⲓ,φορει,,,loanword_only
ⲉⲣⲭⲣⲉⲓⲁ,ερχρεια,,,loanword_only
ⲧⲉⲗⲓⲟⲥ,τελιοσ,,,loanword_only
ⲇⲣⲁⲕⲱⲛ,δρακων,,,loanword_only
ⲙⲟⲩⲗⲟⲛ,μουλον,,,loanword_only
ⲁⲥⲥⲩⲣⲓⲟⲥ,ασσυριοσ,,,loanword_only
ⲉⲡⲓⲧⲓⲙⲁ,επιτιμα,,,loanword_only
ⲕⲟⲓⲛⲱⲛⲉⲓ,κοινωνει,,,loanword_only
ⲧⲣⲓⲇⲩⲛⲁⲙⲓⲥ,τριδυναμισ,,,loanword_only
ⲥⲧⲟⲗⲏ,στολη,,,loanword_only
ⲉⲣⲅⲁⲧⲏⲥ,εργατησ,,,loanword_only
ⲕⲩⲣⲟⲥ,κυροσ,,,loanword_only
ⲙⲁⲣⲧⲩⲣⲟⲥ,μαρτυροσ,,,loanword_only
ⲉⲛⲟⲭⲟⲥ,ενοχοσ,,,loanword_only
ⲗⲩⲙⲏⲛ,λυμην,,,loanword_only
ⲙⲓⲗⲓⲟⲛ,μιλιον,,,loanword_only
ⲡⲁⲗⲓⲛ,παλιν,,,loanword_only
ⲁⲛⲧⲓ,αντι,,,loanword_only
ⲃⲏⲙⲁ,βημα,,,loanword_only
ⲍⲏⲧⲏⲙⲁ,ζητημα,,,loanword_only
ⲁⲗⲗⲁ,αλλα,,,loanword_only
ⲕⲟⲗⲟⲃⲓⲟⲛ,κολοβιον,,,loanword_only
ⲣⲙⲁⲑⲏⲧⲏⲥ,ρμαθητησ,,,loanword_only
ⲑⲩⲥⲓⲁⲍⲉ,θυσιαζε,,,loanword_only
ⲉⲡⲱⲣⲁ,επωρα,,,loanword_only
ⲉⲣⲡⲉⲣⲡⲉⲣⲟⲥ,ερπερπεροσ,,,loanword_only
ⲃⲁⲥⲓⲗⲓⲟⲥ,βασιλιοσ,,,loanword_only
ⲡⲣⲁⲅⲙⲁⲧⲓⲁ,πραγματια,,,loanword_only
ⲟⲩⲗⲏ,ουλη,,,loanword_only
ⲑⲩⲥⲓⲁ,θυσια,,,loanword_only
ⲕⲉⲛⲧⲏⲛⲁⲣⲓⲟⲛ,κεντηναριον,,,loanword_only
ⲃⲁⲥⲓⲙⲟⲥ,βασιμοσ,,,loanword_only
ⲉⲓⲇⲱⲗⲟⲛ,ειδωλον,,,loanword_only
ⲙⲁⲅⲁⲣⲓⲍⲉ,μαγαριζε,,,loanword_only
ⲁⲣⲭⲏⲙⲁⲛⲇⲣⲓⲧⲏⲥ,αρχημανδριτησ,,,loanword_only
ⲉⲗⲉⲩⲑⲉⲣⲟⲥ,ελευθεροσ,,,loanword_only
ⲡⲣⲟⲫⲏⲧⲉⲓⲁ,προφητεια,,,loanword_only
ⲥⲩⲛⲁⲅⲉ,συναγε,,,loanword_only
ⲡⲓⲛⲁⲝ,πιναξ,,,loanword_only
ⲕⲁⲧⲁⲗⲁⲗⲉⲓⲁ,καταλαλεια,,,loanword_only
ⲗⲁⲕⲕⲟⲥ,λακκοσ,,,loanword_only
ⲉⲩⲃⲗⲁⲥⲫⲏⲙⲓⲁ,ευβλασφημια,,,loanword_only
ⲛⲁⲩⲕⲗⲏⲣⲟⲥ,ναυκληροσ,,,loanword_only
ⲉⲩⲥⲉⲃⲏⲥ,ευσεβησ,,,loanword_only
ⲁⲕⲣⲱⲁⲧⲏⲥ,ακρωατησ,,,loanword_only
ⲟⲩⲭ,ουχ,,,loanword_only
ⲓⲇⲓⲱⲧⲏⲥ,ιδιωτησ,,,loanword_only
ⲗⲟⲅⲅⲓⲛⲟⲥ,λογγινοσ,,,loanword_only
ⲁⲥⲑⲉ,ασθε,,,loanword_only
ⲉⲣⲁⲅⲁⲡⲁⲛ,εραγαπαν,,,loanword_only
ⲡⲁⲣⲁⲅⲅⲉⲓⲗⲉ,παραγγειλε,,,loanword_only
ⲁⲅⲁⲛⲁⲕⲧⲉⲓ,αγανακτει,,,loanword_only
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲱⲥ,πνευματικωσ,,,loanword_only
ⲁⲅⲁⲡⲏ,αγαπη,,,loanword_only
ⲧⲣⲩⲫⲏ,τρυφη,,,loanword_only
ⲉⲣⲁⲥⲡⲁⲍⲉⲥⲑⲉ,ερασπαζεσθε,,,loanword_only
ⲭⲱⲣⲟⲥ,χωροσ,,,loanword_only
ⲡⲁⲣⲁⲅⲉ,παραγε,,,loanword_only
ⲙⲁⲓⲭⲣⲓⲥⲧⲟⲥ,μαιχριστοσ,,,loanword_only
ⲡⲁⲥⲭⲁ,πασχα,,,loanword_only
ⲉⲣⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉⲥⲑⲉ,ερσκανδαλιζεσθε,,,loanword_only
ⲕⲟⲥⲙⲏⲥⲓⲥ,κοσμησισ,,,loanword_only
ⲙⲉⲣⲟⲥ,μεροσ,,,loanword_only
ⲙⲁⲓⲁⲣⲭⲱⲛ,μαιαρχων,,,loanword_only
ⲑⲗⲓⲃⲉ,θλιβε,,,loanword_only
ⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ,ευαγγελιον,,,loanword_only
ⲡⲉⲧⲣⲁ,πετρα,,,loanword_only
ⲉⲣⲑⲉⲱⲣⲉⲓⲛ,ερθεωρειν,,,loanword_only
ⲫⲩⲗⲟⲡⲟⲛⲟⲥ,φυλοπονοσ,,,loanword_only
ⲁⲗⲗⲟⲧⲣⲓⲟⲛ,αλλοτριον,,,loanword_only
ⲣⲁⲡⲓⲥⲧⲟⲥ,ραπιστοσ,,,loanword_only
ⲡⲁⲣⲁⲑⲏⲕⲏ,παραθηκη,,,loanword_only
ⲙⲉⲧⲡⲉⲣⲓⲉⲣⲅⲟⲥ,μετπεριεργοσ,,,loanword_only
ⲡⲁⲧⲁⲥⲥⲉⲓ,πατασσει,,,loanword_only
ⲡⲣⲉⲡⲉⲓ,πρεπει,,,loanword_only
ⲙⲉⲧⲁⲛⲟⲉⲓ,μετανοει,,,loanword_only
ⲉⲝⲉⲥⲧⲉⲓ,εξεστει,,,loanword_only
ⲙⲛⲧⲙⲁⲅⲟⲥ,μντμαγοσ,,,loanword_only
ⲕⲉⲣⲁⲙⲉⲩⲥ,κεραμευσ,,,loanword_only
ⲉⲡⲓⲧⲣⲟⲡⲟⲥ,επιτροποσ,,,loanword_only
ⲁⲗⲏⲑⲉⲓⲁ,αληθεια,,,loanword_only
ⲁⲡⲟⲥⲧⲏⲑⲏⲥ,αποστηθησ,,,loanword_only
ⲇⲓⲕⲁⲥⲧⲏⲣⲓⲟⲛ,δικαστηριον,,,loanword_only
ⲇⲁⲓⲙⲱⲛ,δαιμων,,,loanword_only
ⲅⲉⲛⲛⲁⲓⲟⲥ,γενναιοσ,,,loanword_only
ⲫⲓⲗⲟⲛⲓⲟⲛ,φιλονιον,,,loanword_only
ⲧⲉⲗⲉⲓⲟⲛ,τελειον,,,loanword_only
ⲉⲡⲉⲓⲇⲏ,επειδη,,,loanword_only
ⲇⲓⲁⲧⲟⲭⲟⲥ,διατοχοσ,,,loanword_only
ⲕⲟⲓⲧⲱⲛ,κοιτων,,,loanword_only
ⲟⲩ,ου,,,loanword_only
ⲥⲉ,σε,,,loanword_only
ⲭⲱⲣⲏⲙⲁ,χωρημα,,,loanword_only
ⲙⲏⲇⲟⲥ,μηδοσ,,,loanword_only
ⲁⲣⲭⲓⲉⲣⲉⲩⲥ,αρχιερευσ,,,loanword_only
ⲡⲣⲟⲇⲟⲧⲏⲥ,προδοτησ,,,loanword_only
ⲁⲑⲗⲟⲫⲟⲣⲟⲥ,αθλοφοροσ,,,loanword_only
ⲙⲩⲗⲟⲛ,μυλον,,,loanword_only
ⲁⲅⲱⲛⲓⲥⲧⲏⲥ,αγωνιστησ,,,loanword_only
ⲥⲡⲓⲣⲁ,σπιρα,,,loanword_only
ⲧⲩⲣⲁⲛⲛⲟⲥ,τυραννοσ,,,loanword_only
ⲥⲱⲥⲑⲉⲛⲏⲥ,σωσθενησ,,,loanword_only
ⲁⲡⲟⲇⲏⲙⲉⲓ,αποδημει,,,loanword_only
ⲧⲁⲥⲥⲉ,τασσε,,,loanword_only
ⲫⲱⲥⲥⲁ,φωσσα,,,loanword_only
ⲇⲁⲓⲙⲱⲛⲓⲟⲛ,δαιμωνιον,,,loanword_only
ⲉⲑⲁⲣⲥⲓⲥ,εθαρσισ,,,loanword_only
ⲉⲝⲱⲣⲓⲍⲉ,εξωριζε,,,loanword_only
ⲉⲓⲇⲟⲥ,ειδοσ,,,loanword_only
ⲡⲁⲗⲁⲧⲓⲟⲛ,παλατιον,,,loanword_only
ⲥⲧⲟⲓⲭⲓⲟⲛ,στοιχιον,,,loanword_only
ⲫⲁⲣⲓⲥⲁⲓⲟⲥ,φαρισαιοσ,,,loanword_only
ⲣⲑⲩⲥⲓⲁⲍⲉ,ρθυσιαζε,,,loanword_only
ⲑⲉⲣⲁⲡⲟⲩ,θεραπου,,,loanword_only
ⲇⲓⲇⲩⲙⲟⲥ,διδυμοσ,,,loanword_only
ⲡⲁⲣⲟⲩⲥⲓⲁ,παρουσια,,,loanword_only
ⲕⲟⲓⲗⲓⲁ,κοιλια,,,loanword_only
ⲥⲡⲉⲕⲟⲩⲗⲁⲧⲱⲣ,σπεκουλατωρ,,,loanword_only
ⲉⲱⲛ,εων,,,loanword_only
ⲁⲫⲟⲣⲙⲏ,αφορμη,,,loanword_only
ⲁⲅⲉⲗⲏ,αγελη,,,loanword_only
ⲭⲣⲏⲥⲧⲟⲥ,χρηστοσ,,,loanword_only
ⲥⲟⲫⲟⲥ,σοφοσ,,,loanword_only
ⲁⲡⲟⲧ,αποτ,,,loanword_only
ⲙⲁⲗⲓⲥⲧⲁ,μαλιστα,,,loanword_only
ⲥⲫⲣⲁⲅⲓⲍⲉ,σφραγιζε,,,loanword_only
ⲁⲙⲉⲗⲏⲥ,αμελησ,,,loanword_only
ⲙⲉⲧⲙⲟⲩⲛⲁⲭⲟⲥ,μετμουναχοσ,,,loanword_only
ⲉⲡⲓⲑⲩⲙⲓⲁ,επιθυμια,,,loanword_only
ⲙⲁⲗⲗⲟⲛ,μαλλον,,,loanword_only
ⲙⲉⲅⲉⲑⲟⲥ,μεγεθοσ,,,loanword_only
ⲕⲟⲛⲇⲣⲁⲛⲧⲏⲥ,κονδραντησ,,,loanword_only
ⲙⲏⲡⲱⲥ,μηπωσ,,,loanword_only
ⲁⲅⲅⲉⲗⲟⲥ,αγγελοσ,,,loanword_only
ⲭⲁⲛⲁⲛⲁⲓⲟⲥ,χαναναιοσ,,,loanword_only
ⲅⲛⲟⲫⲟⲥ,γνοφοσ,,,loanword_only
ⲥⲧⲁⲇⲓⲟⲛ,σταδιον,,,loanword_only
ⲉⲛⲧⲟⲗⲏ,εντολη,,,loanword_only
ⲕⲁⲛ,καν,,,loanword_only
ⲁⲕⲟⲗⲟⲩⲑⲉⲓ,ακολουθει,,,loanword_only
ⲁⲣⲭⲓⲧⲉⲕⲧⲱⲛ,αρχιτεκτων,,,loanword_only
ⲕⲁⲧⲁⲗⲁⲗⲉⲓ,καταλαλει,,,loanword_only
ⲡⲁⲣⲇⲁⲗⲓⲥ,παρδαλισ,,,loanword_only
ⲕⲁⲣⲡⲟⲥ,καρποσ,,,loanword_only
ⲇⲉⲓⲡⲛⲟⲛ,δειπνον,,,loanword_only
ⲥⲩⲅⲕⲗⲏⲧⲓⲕⲏ,συγκλητικη,,,loanword_only
ⲕⲓⲃⲱⲧⲟⲥ,κιβωτοσ,,,loanword_only
ⲉⲗⲑⲏⲥ,ελθησ,,,loanword_only
ⲛⲟⲩⲥ,νουσ,,,loanword_only
ⲭⲓⲣⲟⲇⲟⲛⲓⲁ,χιροδονια,,,loanword_only
ⲏⲣⲱⲇⲏⲥ,ηρωδησ,,,loanword_only
ⲟⲣⲇⲓⲛⲟⲛ,ορδινον,,,loanword_only
ⲉⲣⲩⲑⲣⲁ,ερυθρα,,,loanword_only
ⲁⲡⲟⲥⲩⲛⲁⲅⲱⲅⲟⲥ,αποσυναγωγοσ,,,loanword_only
ⲥⲩⲣⲓⲁ,συρια,,,loanword_only
ⲃⲁⲥⲓⲗⲉⲓⲧⲏⲥ,βασιλειτησ,,,loanword_only
ⲙⲁⲥⲧⲓⲅⲟⲩ,μαστιγου,,,loanword_only
ⲙⲛⲧⲕⲱⲥⲙⲓⲕⲟⲛ,μντκωσμικον,,,loanword_only
ⲕⲟⲗⲟⲃⲟⲥ,κολοβοσ,,,loanword_only
ⲑⲉⲟⲇⲟⲥⲓⲟⲥ,θεοδοσιοσ,,,loanword_only
ⲣⲇⲓⲕⲁⲓⲟⲥ,ρδικαιοσ,,,loanword_only
ⲥⲁⲣⲕⲓⲕⲟⲛ,σαρκικον,,,loanword_only
ⲁⲡⲟⲗⲗⲱⲛ,απολλων,,,loanword_only
ⲁⲣⲭⲓⲥⲧⲣⲁⲧⲏⲅⲟⲥ,αρχιστρατηγοσ,,,loanword_only
ⲑⲁⲗⲡⲉⲓ,θαλπει,,,loanword_only
ⲧⲉⲧⲣⲁⲅⲱⲛⲟⲛ,τετραγωνον,,,loanword_only
ⲁⲝⲓⲱⲙⲁ,αξιωμα,,,loanword_only
ⲉⲅⲕⲁⲕⲉⲓ,εγκακει,,,loanword_only
ⲡⲣⲟⲉⲥⲧⲱⲥ,προεστωσ,,,loanword_only
ⲡⲣⲟⲑⲉⲥⲓⲥ,προθεσισ,,,loanword_only
ⲁⲣⲭⲁⲅⲅⲉⲗⲟⲥ,αρχαγγελοσ,,,loanword_only
ⲙⲁⲣⲕⲁⲣⲓⲧⲏⲥ,μαρκαριτησ,,,loanword_only
ⲡⲁⲣⲁⲇⲉⲓⲥⲟⲥ,παραδεισοσ,,,loanword_only
ⲣⲛⲟⲙⲟⲥ,ρνομοσ,,,loanword_only
ⲕⲁⲧⲁⲛⲧⲁ,καταντα,,,loanword_only
ⲧⲁⲗⲉⲡⲣⲟⲥⲫⲟⲣⲁ,ταλεπροσφορα,,,loanword_only
ⲙⲁⲑⲏⲧⲏⲥ,μαθητησ,,,loanword_only
ⲙⲉⲣⲟⲩⲥ,μερουσ,,,loanword_only
ⲡⲁⲣⲁⲥⲧⲁⲥ,παραστασ,,,loanword_only
ⲕⲁⲧⲁⲗⲁⲙⲃⲁⲛⲉ,καταλαμβανε,,,loanword_only
ⲗⲟⲓⲙⲟⲥ,λοιμοσ,,,loanword_only
ⲭⲁⲗⲁⲍⲁ,χαλαζα,,,loanword_only
ⲇⲉⲕⲁⲡⲟⲗⲓⲥ,δεκαπολισ,,,loanword_only
ⲉⲣⲙⲁⲥⲧⲓⲅⲅⲟⲓⲛ,ερμαστιγγοιν,,,loanword_only
ⲁⲛⲧⲱⲛⲓⲟⲥ,αντωνιοσ,,,loanword_only
ⲁⲏⲣ,αηρ,,,loanword_only
ⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲛ,πνευματικον,,,loanword_only
ⲁⲣⲭⲏⲧⲉⲕⲧⲱⲛ,αρχητεκτων,,,loanword_only
ⲭⲣⲉⲓⲁ,χρεια,,,loanword_only
ⲉⲣⲫⲟⲣⲓⲛ,ερφοριν,,,loanword_only
ⲭⲟⲩⲥ,χουσ,,,loanword_only
ⲕⲁⲓⲣⲟⲥ,καιροσ,,,loanword_only
ⲁⲕⲁⲛⲁⲕⲧⲉⲓ,ακανακτει,,,loanword_only
ⲁⲗⲁⲗⲓⲁ,αλαλια,,,loanword_only
ⲕⲉⲇⲣⲟⲥ,κεδροσ,,,loanword_only
ⲡⲏⲣⲁ,πηρα,,,loanword_only
ⲙⲛⲧⲇⲓⲕⲁⲓⲟⲥ,μντδικαιοσ,,,loanword_only
ⲁⲅⲅⲓⲟⲛ,αγγιον,,,loanword_only
ⲡⲁⲣⲁⲃⲁ,παραβα,,,loanword_only
ⲗⲁⲟⲥ,λαοσ,,,loanword_only
ⲡⲣⲟⲥⲕⲁⲣⲧⲉⲣⲉⲓ,προσκαρτερει,,,loanword_only
ⲉⲡⲓⲇⲏ,επιδη,,,loanword_only
ⲕⲁⲑⲓⲥⲧⲁ,καθιστα,,,loanword_only
ⲁⲣⲓⲧⲓⲙⲁⲛ,αριτιμαν,,,loanword_only
ⲛⲧⲟⲗⲏ,ντολη,,,loanword_only
ⲇⲱⲣⲉⲁ,δωρεα,,,loanword_only
ⲥⲩⲛⲏⲑⲓⲁ,συνηθια,,,loanword_only
ⲥⲕⲁⲫⲟⲥ,σκαφοσ,,,loanword_only
ⲧⲉⲓⲣⲏⲛⲏ,τειρηνη,,,loanword_only
ⲗⲉⲩⲕⲟⲫⲟⲣⲉⲓ,λευκοφορει,,,loanword_only
ⲙⲛⲧⲗⲏⲥⲧⲏⲥ,μντληστησ,,,loanword_only
ⲡⲣⲟⲥⲧⲁⲥⲓⲁ,προστασια,,,loanword_only
ⲇⲟⲕⲓⲙⲏ,δοκιμη,,,loanword_only
ⲙⲉⲗⲓ,μελι,,,loanword_only
ⲟⲛⲟⲣⲓⲟⲥ,ονοριοσ,,,loanword_only
ⲁⲛⲁⲃⲁⲥⲓⲥ,αναβασισ,,,loanword_only
ⲥⲁⲗⲡⲓⲍⲉ,σαλπιζε,,,loanword_only
ⲁⲗⲗⲟⲅⲉⲛⲏⲥ,αλλογενησ,,,loanword_only
ⲗⲉⲅⲓⲱⲛ,λεγιων,,,loanword_only
ⲕⲁⲕⲟⲩⲣⲅⲟⲥ,κακουργοσ,,,loanword_only
ⲫⲩⲥⲓⲕⲟⲛ,φυσικον,,,loanword_only
ⲫⲣⲁⲅⲉⲗⲗⲟⲩ,φραγελλου,,,loanword_only
ⲕⲁⲗⲱⲥ,καλωσ,,,loanword_only
ⲟⲣⲅⲁⲛⲟⲛ,οργανον,,,loanword_only
ⲉⲩⲥⲭⲏⲙⲱⲛ,ευσχημων,,,loanword_only
ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓⲁ,κληρονομεια,,,loanword_only
ⲙⲛⲧⲡⲁⲣⲑⲉⲛⲟⲥ,μντπαρθενοσ,,,loanword_only
ⲁⲣⲭⲏⲅⲟⲥ,αρχηγοσ,,,loanword_only
ⲗⲉⲓⲧⲟⲩⲣⲅⲟⲥ,λειτουργοσ,,,loanword_only
ⲉⲣⲕⲗⲏⲣⲟⲛⲟⲙⲓⲛ,ερκληρονομιν,,,loanword_only
ⲥⲓⲗⲁⲥ,σιλασ,,,loanword_only
ⲉⲣⲑⲉⲁⲧⲣⲟⲛ,ερθεατρον,,,loanword_only
ⲙⲛⲧⲁⲙⲉⲗⲏⲥ,μνταμελησ,,,loanword_only
ⲱⲕⲉⲁⲛⲟⲥ,ωκεανοσ,,,loanword_only
ⲗⲓⲙⲛⲏ,λιμνη,,,loanword_only
ⲁⲅⲟⲣⲁ,αγορα,,,loanword_only
ⲃⲓⲃⲗⲟⲥ,βιβλοσ,,,loanword_only
ⲁⲕⲁⲕⲓⲟⲥ,ακακιοσ,,,loanword_only
ⲕⲉ,κε,,,loanword_only
ⲉⲗⲉⲫⲁⲛⲧⲓⲛⲟⲛ,ελεφαντινον,,,loanword_only
ⲉⲩⲭⲁⲣⲓⲥⲧⲟⲩ,ευχαριστου,,,loanword_only
ⲡⲓⲥⲧⲓⲥ,πιστισ,,,loanword_only
ⲟⲓⲕⲟⲛⲟⲙⲟⲥ,οικονομοσ,,,loanword_only
ⲫⲑⲟⲛⲉⲓ,φθονει,,,loanword_only
ⲁⲭⲁⲓⲁ,αχαια,,,loanword_only
ⲁⲣⲛⲁ,αρνα,,,loanword_only
ⲉⲓ,ει,,,loanword_only
ⲉⲓⲣⲏⲛⲓⲕⲟⲛ,ειρηνικον,,,loanword_only
ⲉⲛⲇⲩⲙⲁ,ενδυμα,,,loanword_only
ⲁⲅⲱⲣⲁ,αγωρα,,,loanword_only
ⲣⲡⲟⲗⲉⲙⲟⲥ,ρπολεμοσ,,,loanword_only
ⲕⲟⲗⲗⲁⲣⲓⲟⲛ,κολλαριον,,,loanword_only
ⲁⲭⲁⲓⲕⲟⲥ,αχαικοσ,,,loanword_only
ⲥⲩⲛⲁⲝⲓⲥ,συναξισ,,,loanword_only
ⲥⲭⲉⲇⲱⲛ,σχεδων,,,loanword_only
ⲃⲁⲑⲙⲟⲥ,βαθμοσ,,,loanword_only
ⲡⲣⲟⲥⲉⲭⲉ,προσεχε,,,loanword_only
ⲥⲧⲉⲫⲁⲛⲁ,στεφανα,,,loanword_only
ⲡⲉⲓⲑⲉ,πειθε,,,loanword_only
