nt_book,nt_chap,nt_verse,lxx_chap,lxx_verse,votes,nt_v6_ref,lxx_v6_ref
Matt,12,50,21,22,5,sahidica.matthew.12.50,sahidic.psalms.21.22
Matt,13,11,24,14,5,sahidica.matthew.13.11,sahidic.psalms.24.14
Matt,13,21,35,3,5,sahidica.matthew.13.21,sahidic.psalms.35.3
Matt,13,23,1,1,5,sahidica.matthew.13.23,sahidic.psalms.1.1
Matt,13,23,1,2,5,sahidica.matthew.13.23,sahidic.psalms.1.2
Matt,13,23,1,3,5,sahidica.matthew.13.23,sahidic.psalms.1.3
Matt,14,25,92,3,5,sahidica.matthew.14.25,sahidic.psalms.92.3
Matt,14,25,92,4,5,sahidica.matthew.14.25,sahidic.psalms.92.4
Matt,17,17,94,10,5,sahidica.matthew.17.17,sahidic.psalms.94.10
Matt,18,24,129,3,5,sahidica.matthew.18.24,sahidic.psalms.129.3
Matt,18,24,129,4,5,sahidica.matthew.18.24,sahidic.psalms.129.4
Matt,18,24,37,4,5,sahidica.matthew.18.24,sahidic.psalms.37.4
Matt,18,27,144,8,5,sahidica.matthew.18.27,sahidic.psalms.144.8
Matt,19,5,62,8,5,sahidica.matthew.19.5,sahidic.psalms.62.8
Matt,20,34,118,67,5,sahidica.matthew.20.34,sahidic.psalms.118.67
Matt,20,34,118,71,5,sahidica.matthew.20.34,sahidic.psalms.118.71
Matt,21,5,9,1,5,sahidica.matthew.21.5,sahidic.psalms.9.1
Matt,21,5,9,2,5,sahidica.matthew.21.5,sahidic.psalms.9.2
Matt,21,5,9,3,5,sahidica.matthew.21.5,sahidic.psalms.9.3
Matt,21,5,9,4,5,sahidica.matthew.21.5,sahidic.psalms.9.4
Matt,21,5,9,5,5,sahidica.matthew.21.5,sahidic.psalms.9.5
Matt,21,5,9,6,5,sahidica.matthew.21.5,sahidic.psalms.9.6
Matt,21,5,9,7,5,sahidica.matthew.21.5,sahidic.psalms.9.7
Matt,21,5,9,8,5,sahidica.matthew.21.5,sahidic.psalms.9.8
Matt,21,5,9,9,5,sahidica.matthew.21.5,sahidic.psalms.9.9
Matt,21,5,9,10,5,sahidica.matthew.21.5,sahidic.psalms.9.10
Matt,21,5,9,11,5,sahidica.matthew.21.5,sahidic.psalms.9.11
Matt,21,5,9,12,5,sahidica.matthew.21.5,sahidic.psalms.9.12
Matt,21,5,9,13,5,sahidica.matthew.21.5,sahidic.psalms.9.13
Matt,21,5,9,14,5,sahidica.matthew.21.5,sahidic.psalms.9.14
Matt,21,5,9,15,5,sahidica.matthew.21.5,sahidic.psalms.9.15
Matt,21,5,9,16,5,sahidica.matthew.21.5,sahidic.psalms.9.16
Matt,21,5,9,17,5,sahidica.matthew.21.5,sahidic.psalms.9.17
Matt,21,5,9,18,5,sahidica.matthew.21.5,sahidic.psalms.9.18
Matt,21,5,9,19,5,sahidica.matthew.21.5,sahidic.psalms.9.19
Matt,21,5,9,20,5,sahidica.matthew.21.5,sahidic.psalms.9.20
Matt,21,5,9,21,5,sahidica.matthew.21.5,sahidic.psalms.9.21
Matt,21,5,9,22,5,sahidica.matthew.21.5,sahidic.psalms.9.22
Matt,21,5,9,23,5,sahidica.matthew.21.5,sahidic.psalms.9.23
Matt,21,5,9,24,5,sahidica.matthew.21.5,sahidic.psalms.9.24
Matt,21,5,9,25,5,sahidica.matthew.21.5,sahidic.psalms.9.25
Matt,21,5,9,26,5,sahidica.matthew.21.5,sahidic.psalms.9.26
Matt,21,5,9,27,5,sahidica.matthew.21.5,sahidic.psalms.9.27
Matt,21,5,9,28,5,sahidica.matthew.21.5,sahidic.psalms.9.28
Matt,21,5,9,29,5,sahidica.matthew.21.5,sahidic.psalms.9.29
Matt,21,5,9,30,5,sahidica.matthew.21.5,sahidic.psalms.9.30
Matt,21,5,9,31,5,sahidica.matthew.21.5,sahidic.psalms.9.31
Matt,21,5,9,32,5,sahidica.matthew.21.5,sahidic.psalms.9.32
Matt,21,5,9,33,5,sahidica.matthew.21.5,sahidic.psalms.9.33
Matt,21,5,9,34,5,sahidica.matthew.21.5,sahidic.psalms.9.34
Matt,21,5,9,35,5,sahidica.matthew.21.5,sahidic.psalms.9.35
Matt,21,5,9,36,5,sahidica.matthew.21.5,sahidic.psalms.9.36
Matt,21,5,9,37,5,sahidica.matthew.21.5,sahidic.psalms.9.37
Matt,21,5,9,38,5,sahidica.matthew.21.5,sahidic.psalms.9.38
Matt,23,21,25,8,5,sahidica.matthew.23.21,sahidic.psalms.25.8
Matt,24,6,26,1,5,sahidica.matthew.24.6,sahidic.psalms.26.1
Matt,24,6,26,2,5,sahidica.matthew.24.6,sahidic.psalms.26.2
Matt,24,6,26,3,5,sahidica.matthew.24.6,sahidic.psalms.26.3
Matt,25,33,109,1,5,sahidica.matthew.25.33,sahidic.psalms.109.1
Matt,25,35,111,5,5,sahidica.matthew.25.35,sahidic.psalms.111.5
Matt,25,35,111,6,5,sahidica.matthew.25.35,sahidic.psalms.111.6
Matt,25,35,111,7,5,sahidica.matthew.25.35,sahidic.psalms.111.7
Matt,25,35,111,8,5,sahidica.matthew.25.35,sahidic.psalms.111.8
Matt,25,35,111,9,5,sahidica.matthew.25.35,sahidic.psalms.111.9
Matt,25,35,111,10,5,sahidica.matthew.25.35,sahidic.psalms.111.10
Matt,26,41,118,24,5,sahidica.matthew.26.41,sahidic.psalms.118.24
Matt,26,41,118,25,5,sahidica.matthew.26.41,sahidic.psalms.118.25
Matt,26,41,118,117,5,sahidica.matthew.26.41,sahidic.psalms.118.117
Matt,26,42,87,1,5,sahidica.matthew.26.42,sahidic.psalms.87.1
Matt,26,42,87,2,5,sahidica.matthew.26.42,sahidic.psalms.87.2
Matt,26,54,21,1,5,sahidica.matthew.26.54,sahidic.psalms.21.1
Matt,26,54,21,2,5,sahidica.matthew.26.54,sahidic.psalms.21.2
Matt,26,54,21,3,5,sahidica.matthew.26.54,sahidic.psalms.21.3
Matt,26,54,21,4,5,sahidica.matthew.26.54,sahidic.psalms.21.4
Matt,26,54,21,5,5,sahidica.matthew.26.54,sahidic.psalms.21.5
Matt,26,54,21,6,5,sahidica.matthew.26.54,sahidic.psalms.21.6
Matt,26,54,21,7,5,sahidica.matthew.26.54,sahidic.psalms.21.7
Matt,26,54,21,8,5,sahidica.matthew.26.54,sahidic.psalms.21.8
Matt,26,54,21,9,5,sahidica.matthew.26.54,sahidic.psalms.21.9
Matt,26,54,21,10,5,sahidica.matthew.26.54,sahidic.psalms.21.10
Matt,26,54,21,11,5,sahidica.matthew.26.54,sahidic.psalms.21.11
Matt,26,54,21,12,5,sahidica.matthew.26.54,sahidic.psalms.21.12
Matt,26,54,21,13,5,sahidica.matthew.26.54,sahidic.psalms.21.13
Matt,26,54,21,14,5,sahidica.matthew.26.54,sahidic.psalms.21.14
Matt,26,54,21,15,5,sahidica.matthew.26.54,sahidic.psalms.21.15
Matt,26,54,21,16,5,sahidica.matthew.26.54,sahidic.psalms.21.16
Matt,26,54,21,17,5,sahidica.matthew.26.54,sahidic.psalms.21.17
Matt,26,54,21,18,5,sahidica.matthew.26.54,sahidic.psalms.21.18
Matt,26,54,21,19,5,sahidica.matthew.26.54,sahidic.psalms.21.19
Matt,26,54,21,20,5,sahidica.matthew.26.54,sahidic.psalms.21.20
Matt,26,54,21,21,5,sahidica.matthew.26.54,sahidic.psalms.21.21
Matt,26,54,21,22,5,sahidica.matthew.26.54,sahidic.psalms.21.22
Matt,26,54,21,23,5,sahidica.matthew.26.54,sahidic.psalms.21.23
Matt,26,54,21,24,5,sahidica.matthew.26.54,sahidic.psalms.21.24
Matt,26,54,21,25,5,sahidica.matthew.26.54,sahidic.psalms.21.25
Matt,26,54,21,26,5,sahidica.matthew.26.54,sahidic.psalms.21.26
Matt,26,54,21,27,5,sahidica.matthew.26.54,sahidic.psalms.21.27
Matt,26,54,21,28,5,sahidica.matthew.26.54,sahidic.psalms.21.28
Matt,26,54,21,29,5,sahidica.matthew.26.54,sahidic.psalms.21.29
Matt,26,54,21,30,5,sahidica.matthew.26.54,sahidic.psalms.21.30
Matt,26,54,21,31,5,sahidica.matthew.26.54,sahidic.psalms.21.31
Heb,1,10,18,1,5,sahidica.hebrews.1.10,sahidic.psalms.18.1
Heb,2,15,55,13,5,sahidica.hebrews.2.15,sahidic.psalms.55.13
Heb,5,14,118,103,5,sahidica.hebrews.5.14,sahidic.psalms.118.103
Heb,6,10,19,3,5,sahidica.hebrews.6.10,sahidic.psalms.19.3
Heb,6,17,32,11,5,sahidica.hebrews.6.17,sahidic.psalms.32.11
Heb,6,19,145,5,5,sahidica.hebrews.6.19,sahidic.psalms.145.5
Heb,6,19,145,6,5,sahidica.hebrews.6.19,sahidic.psalms.145.6
Heb,7,1,77,35,5,sahidica.hebrews.7.1,sahidic.psalms.77.35
Heb,7,1,75,2,5,sahidica.hebrews.7.1,sahidic.psalms.75.2
Heb,7,15,109,4,5,sahidica.hebrews.7.15,sahidic.psalms.109.4
Heb,7,26,67,18,5,sahidica.hebrews.7.26,sahidic.psalms.67.18
Heb,8,12,24,7,5,sahidica.hebrews.8.12,sahidic.psalms.24.7
Heb,9,11,39,7,5,sahidica.hebrews.9.11,sahidic.psalms.39.7
Heb,10,4,50,16,5,sahidica.hebrews.10.4,sahidic.psalms.50.16
Heb,10,22,118,34,5,sahidica.hebrews.10.22,sahidic.psalms.118.34
Heb,10,22,93,15,5,sahidica.hebrews.10.22,sahidic.psalms.93.15
Heb,10,22,110,1,5,sahidica.hebrews.10.22,sahidic.psalms.110.1
Heb,10,22,31,11,5,sahidica.hebrews.10.22,sahidic.psalms.31.11
Heb,10,22,118,145,5,sahidica.hebrews.10.22,sahidic.psalms.118.145
Heb,10,22,118,58,5,sahidica.hebrews.10.22,sahidic.psalms.118.58
Heb,10,22,83,11,5,sahidica.hebrews.10.22,sahidic.psalms.83.11
Heb,10,22,118,69,5,sahidica.hebrews.10.22,sahidic.psalms.118.69
Heb,10,22,118,80,5,sahidica.hebrews.10.22,sahidic.psalms.118.80
Heb,10,22,9,1,5,sahidica.hebrews.10.22,sahidic.psalms.9.1
Heb,10,22,9,2,5,sahidica.hebrews.10.22,sahidic.psalms.9.2
Heb,10,22,9,3,5,sahidica.hebrews.10.22,sahidic.psalms.9.3
Heb,10,22,9,4,5,sahidica.hebrews.10.22,sahidic.psalms.9.4
Heb,10,22,9,5,5,sahidica.hebrews.10.22,sahidic.psalms.9.5
Heb,10,22,9,6,5,sahidica.hebrews.10.22,sahidic.psalms.9.6
Heb,10,22,9,7,5,sahidica.hebrews.10.22,sahidic.psalms.9.7
Heb,10,22,9,8,5,sahidica.hebrews.10.22,sahidic.psalms.9.8
Heb,10,22,9,9,5,sahidica.hebrews.10.22,sahidic.psalms.9.9
Heb,10,22,9,10,5,sahidica.hebrews.10.22,sahidic.psalms.9.10
Heb,10,22,9,11,5,sahidica.hebrews.10.22,sahidic.psalms.9.11
Heb,10,22,9,12,5,sahidica.hebrews.10.22,sahidic.psalms.9.12
Heb,10,22,9,13,5,sahidica.hebrews.10.22,sahidic.psalms.9.13
Heb,10,22,9,14,5,sahidica.hebrews.10.22,sahidic.psalms.9.14
Heb,10,22,9,15,5,sahidica.hebrews.10.22,sahidic.psalms.9.15
Heb,10,22,9,16,5,sahidica.hebrews.10.22,sahidic.psalms.9.16
Heb,10,22,9,17,5,sahidica.hebrews.10.22,sahidic.psalms.9.17
Heb,10,22,9,18,5,sahidica.hebrews.10.22,sahidic.psalms.9.18
Heb,10,22,9,19,5,sahidica.hebrews.10.22,sahidic.psalms.9.19
Heb,10,22,9,20,5,sahidica.hebrews.10.22,sahidic.psalms.9.20
Heb,10,22,9,21,5,sahidica.hebrews.10.22,sahidic.psalms.9.21
Heb,10,22,9,22,5,sahidica.hebrews.10.22,sahidic.psalms.9.22
Heb,10,22,9,23,5,sahidica.hebrews.10.22,sahidic.psalms.9.23
Heb,10,22,9,24,5,sahidica.hebrews.10.22,sahidic.psalms.9.24
Heb,10,22,9,25,5,sahidica.hebrews.10.22,sahidic.psalms.9.25
Heb,10,22,9,26,5,sahidica.hebrews.10.22,sahidic.psalms.9.26
Heb,10,22,9,27,5,sahidica.hebrews.10.22,sahidic.psalms.9.27
Heb,10,22,9,28,5,sahidica.hebrews.10.22,sahidic.psalms.9.28
Heb,10,22,9,29,5,sahidica.hebrews.10.22,sahidic.psalms.9.29
Heb,10,22,9,30,5,sahidica.hebrews.10.22,sahidic.psalms.9.30
Heb,10,22,9,31,5,sahidica.hebrews.10.22,sahidic.psalms.9.31
Heb,10,22,9,32,5,sahidica.hebrews.10.22,sahidic.psalms.9.32
Heb,10,22,9,33,5,sahidica.hebrews.10.22,sahidic.psalms.9.33
Heb,10,22,9,34,5,sahidica.hebrews.10.22,sahidic.psalms.9.34
Heb,10,22,9,35,5,sahidica.hebrews.10.22,sahidic.psalms.9.35
Heb,10,22,9,36,5,sahidica.hebrews.10.22,sahidic.psalms.9.36
Heb,10,22,9,37,5,sahidica.hebrews.10.22,sahidic.psalms.9.37
Heb,10,22,9,38,5,sahidica.hebrews.10.22,sahidic.psalms.9.38
Heb,10,22,118,10,5,sahidica.hebrews.10.22,sahidic.psalms.118.10
Heb,10,22,118,2,5,sahidica.hebrews.10.22,sahidic.psalms.118.2
Heb,11,13,118,19,5,sahidica.hebrews.11.13,sahidic.psalms.118.19
Heb,11,23,117,6,5,sahidica.hebrews.11.23,sahidic.psalms.117.6
Heb,11,29,77,13,5,sahidica.hebrews.11.29,sahidic.psalms.77.13
Heb,11,29,105,9,5,sahidica.hebrews.11.29,sahidic.psalms.105.9
Heb,11,29,105,10,5,sahidica.hebrews.11.29,sahidic.psalms.105.10
Heb,11,29,105,11,5,sahidica.hebrews.11.29,sahidic.psalms.105.11
Heb,11,34,143,10,5,sahidica.hebrews.11.34,sahidic.psalms.143.10
Heb,12,23,93,2,5,sahidica.hebrews.12.23,sahidic.psalms.93.2
Heb,13,15,68,30,5,sahidica.hebrews.13.15,sahidic.psalms.68.30
Heb,13,15,68,31,5,sahidica.hebrews.13.15,sahidic.psalms.68.31
Heb,13,21,71,18,5,sahidica.hebrews.13.21,sahidic.psalms.71.18
Heb,13,21,71,19,5,sahidica.hebrews.13.21,sahidic.psalms.71.19
Matt,1,20,93,19,4,sahidica.matthew.1.20,sahidic.psalms.93.19
Matt,1,20,142,8,4,sahidica.matthew.1.20,sahidic.psalms.142.8
Matt,1,20,118,125,4,sahidica.matthew.1.20,sahidic.psalms.118.125
Matt,2,2,2,6,4,sahidica.matthew.2.2,sahidic.psalms.2.6
Matt,2,6,77,71,4,sahidica.matthew.2.6,sahidic.psalms.77.71
Matt,2,6,77,72,4,sahidica.matthew.2.6,sahidic.psalms.77.72
Matt,4,3,77,17,4,sahidica.matthew.4.3,sahidic.psalms.77.17
Matt,4,3,77,18,4,sahidica.matthew.4.3,sahidic.psalms.77.18
Matt,4,3,77,19,4,sahidica.matthew.4.3,sahidic.psalms.77.19
Matt,4,3,77,20,4,sahidica.matthew.4.3,sahidic.psalms.77.20
Matt,4,20,118,60,4,sahidica.matthew.4.20,sahidic.psalms.118.60
Matt,4,23,73,8,4,sahidica.matthew.4.23,sahidic.psalms.73.8
Matt,5,28,118,96,4,sahidica.matthew.5.28,sahidic.psalms.118.96
Matt,6,4,138,1,4,sahidica.matthew.6.4,sahidic.psalms.138.1
Matt,6,4,138,2,4,sahidica.matthew.6.4,sahidic.psalms.138.2
Matt,6,4,138,3,4,sahidica.matthew.6.4,sahidic.psalms.138.3
Matt,6,13,88,52,4,sahidica.matthew.6.13,sahidic.psalms.88.52
Matt,6,13,144,10,4,sahidica.matthew.6.13,sahidic.psalms.144.10
Matt,6,13,144,11,4,sahidica.matthew.6.13,sahidic.psalms.144.11
Matt,6,13,144,12,4,sahidica.matthew.6.13,sahidic.psalms.144.12
Matt,6,13,144,13,4,sahidica.matthew.6.13,sahidic.psalms.144.13
Matt,6,13,105,48,4,sahidica.matthew.6.13,sahidic.psalms.105.48
Matt,6,32,102,13,4,sahidica.matthew.6.32,sahidic.psalms.102.13
Matt,7,2,136,7,4,sahidica.matthew.7.2,sahidic.psalms.136.7
Matt,7,2,136,8,4,sahidica.matthew.7.2,sahidic.psalms.136.8
Matt,11,29,130,1,4,sahidica.matthew.11.29,sahidic.psalms.130.1
Matt,13,3,48,4,4,sahidica.matthew.13.3,sahidic.psalms.48.4
Matt,13,42,20,9,4,sahidica.matthew.13.42,sahidic.psalms.20.9
Matt,13,54,21,22,4,sahidica.matthew.13.54,sahidic.psalms.21.22
Matt,14,25,103,3,4,sahidica.matthew.14.25,sahidic.psalms.103.3
Matt,15,9,72,13,4,sahidica.matthew.15.9,sahidic.psalms.72.13
Matt,15,18,35,3,4,sahidica.matthew.15.18,sahidic.psalms.35.3
Matt,15,22,44,12,4,sahidica.matthew.15.22,sahidic.psalms.44.12
Matt,15,31,49,15,4,sahidica.matthew.15.31,sahidic.psalms.49.15
Matt,15,31,49,23,4,sahidica.matthew.15.31,sahidic.psalms.49.23
Matt,17,27,8,8,4,sahidica.matthew.17.27,sahidic.psalms.8.8
Matt,18,13,146,1,4,sahidica.matthew.18.13,sahidic.psalms.146.1
Matt,18,13,146,2,4,sahidica.matthew.18.13,sahidic.psalms.146.2
Matt,18,13,146,3,4,sahidica.matthew.18.13,sahidic.psalms.146.3
Matt,18,13,146,4,4,sahidica.matthew.18.13,sahidic.psalms.146.4
Matt,18,13,146,5,4,sahidica.matthew.18.13,sahidic.psalms.146.5
Matt,18,13,146,6,4,sahidica.matthew.18.13,sahidic.psalms.146.6
Matt,18,13,146,7,4,sahidica.matthew.18.13,sahidic.psalms.146.7
Matt,18,13,146,8,4,sahidica.matthew.18.13,sahidic.psalms.146.8
Matt,18,13,146,9,4,sahidica.matthew.18.13,sahidic.psalms.146.9
Matt,18,13,146,10,4,sahidica.matthew.18.13,sahidic.psalms.146.10
Matt,18,13,146,11,4,sahidica.matthew.18.13,sahidic.psalms.146.11
Matt,18,13,147,1,4,sahidica.matthew.18.13,sahidic.psalms.147.1
Matt,18,13,147,2,4,sahidica.matthew.18.13,sahidic.psalms.147.2
Matt,18,13,147,3,4,sahidica.matthew.18.13,sahidic.psalms.147.3
Matt,18,13,147,4,4,sahidica.matthew.18.13,sahidic.psalms.147.4
Matt,18,13,147,5,4,sahidica.matthew.18.13,sahidic.psalms.147.5
Matt,18,13,147,6,4,sahidica.matthew.18.13,sahidic.psalms.147.6
Matt,18,13,147,7,4,sahidica.matthew.18.13,sahidic.psalms.147.7
Matt,18,13,147,8,4,sahidica.matthew.18.13,sahidic.psalms.147.8
Matt,18,13,147,9,4,sahidica.matthew.18.13,sahidic.psalms.147.9
Matt,18,27,85,15,4,sahidica.matthew.18.27,sahidic.psalms.85.15
Matt,19,5,44,10,4,sahidica.matthew.19.5,sahidic.psalms.44.10
Matt,20,22,74,3,4,sahidica.matthew.20.22,sahidic.psalms.74.3
Matt,20,33,118,18,4,sahidica.matthew.20.33,sahidic.psalms.118.18
Matt,21,3,49,10,4,sahidica.matthew.21.3,sahidic.psalms.49.10
Matt,21,3,49,11,4,sahidica.matthew.21.3,sahidic.psalms.49.11
Matt,21,5,71,1,4,sahidica.matthew.21.5,sahidic.psalms.71.1
Matt,21,5,71,2,4,sahidica.matthew.21.5,sahidic.psalms.71.2
Matt,21,5,71,3,4,sahidica.matthew.21.5,sahidic.psalms.71.3
Matt,21,5,71,4,4,sahidica.matthew.21.5,sahidic.psalms.71.4
Matt,21,5,71,5,4,sahidica.matthew.21.5,sahidic.psalms.71.5
Matt,21,5,71,6,4,sahidica.matthew.21.5,sahidic.psalms.71.6
Matt,21,5,71,7,4,sahidica.matthew.21.5,sahidic.psalms.71.7
Matt,21,5,71,8,4,sahidica.matthew.21.5,sahidic.psalms.71.8
Matt,21,5,71,9,4,sahidica.matthew.21.5,sahidic.psalms.71.9
Matt,21,5,71,10,4,sahidica.matthew.21.5,sahidic.psalms.71.10
Matt,21,5,71,11,4,sahidica.matthew.21.5,sahidic.psalms.71.11
Matt,21,5,71,12,4,sahidica.matthew.21.5,sahidic.psalms.71.12
Matt,21,5,71,13,4,sahidica.matthew.21.5,sahidic.psalms.71.13
Matt,21,5,71,14,4,sahidica.matthew.21.5,sahidic.psalms.71.14
Matt,21,5,71,15,4,sahidica.matthew.21.5,sahidic.psalms.71.15
Matt,21,5,71,16,4,sahidica.matthew.21.5,sahidic.psalms.71.16
Matt,21,5,71,17,4,sahidica.matthew.21.5,sahidic.psalms.71.17
Matt,21,5,71,18,4,sahidica.matthew.21.5,sahidic.psalms.71.18
Matt,21,5,71,19,4,sahidica.matthew.21.5,sahidic.psalms.71.19
Matt,21,5,71,20,4,sahidica.matthew.21.5,sahidic.psalms.71.20
Matt,21,33,79,8,4,sahidica.matthew.21.33,sahidic.psalms.79.8
Matt,21,33,79,9,4,sahidica.matthew.21.33,sahidic.psalms.79.9
Matt,21,33,79,10,4,sahidica.matthew.21.33,sahidic.psalms.79.10
Matt,21,33,79,11,4,sahidica.matthew.21.33,sahidic.psalms.79.11
Matt,21,33,79,12,4,sahidica.matthew.21.33,sahidic.psalms.79.12
Matt,21,33,79,13,4,sahidica.matthew.21.33,sahidic.psalms.79.13
Matt,21,33,79,14,4,sahidica.matthew.21.33,sahidic.psalms.79.14
Matt,21,33,79,15,4,sahidica.matthew.21.33,sahidic.psalms.79.15
Matt,21,33,79,16,4,sahidica.matthew.21.33,sahidic.psalms.79.16
Matt,21,44,20,8,4,sahidica.matthew.21.44,sahidic.psalms.20.8
Matt,21,44,20,9,4,sahidica.matthew.21.44,sahidic.psalms.20.9
Matt,21,44,109,5,4,sahidica.matthew.21.44,sahidic.psalms.109.5
Matt,21,44,109,6,4,sahidica.matthew.21.44,sahidic.psalms.109.6
Matt,22,11,44,13,4,sahidica.matthew.22.11,sahidic.psalms.44.13
Matt,22,11,44,14,4,sahidica.matthew.22.11,sahidic.psalms.44.14
Matt,22,44,20,9,4,sahidica.matthew.22.44,sahidic.psalms.20.9
Matt,23,28,50,6,4,sahidica.matthew.23.28,sahidic.psalms.50.6
Matt,23,37,80,8,4,sahidica.matthew.23.37,sahidic.psalms.80.8
Matt,23,37,80,9,4,sahidica.matthew.23.37,sahidic.psalms.80.9
Matt,23,37,80,10,4,sahidica.matthew.23.37,sahidic.psalms.80.10
Matt,23,37,80,11,4,sahidica.matthew.23.37,sahidic.psalms.80.11
Matt,25,6,97,9,4,sahidica.matthew.25.6,sahidic.psalms.97.9
Matt,25,10,94,11,4,sahidica.matthew.25.10,sahidic.psalms.94.11
Matt,25,33,94,7,4,sahidica.matthew.25.33,sahidic.psalms.94.7
Matt,25,33,78,13,4,sahidica.matthew.25.33,sahidic.psalms.78.13
Matt,25,34,2,6,4,sahidica.matthew.25.34,sahidic.psalms.2.6
Matt,25,34,23,7,4,sahidica.matthew.25.34,sahidic.psalms.23.7
Matt,25,34,23,8,4,sahidica.matthew.25.34,sahidic.psalms.23.8
Matt,25,34,23,9,4,sahidica.matthew.25.34,sahidic.psalms.23.9
Matt,25,34,23,10,4,sahidica.matthew.25.34,sahidic.psalms.23.10
Matt,25,34,113,1,4,sahidica.matthew.25.34,sahidic.psalms.113.1
Matt,25,34,113,2,4,sahidica.matthew.25.34,sahidic.psalms.113.2
Matt,25,34,113,3,4,sahidica.matthew.25.34,sahidic.psalms.113.3
Matt,25,34,113,4,4,sahidica.matthew.25.34,sahidic.psalms.113.4
Matt,25,34,113,5,4,sahidica.matthew.25.34,sahidic.psalms.113.5
Matt,25,34,113,6,4,sahidica.matthew.25.34,sahidic.psalms.113.6
Matt,25,34,113,7,4,sahidica.matthew.25.34,sahidic.psalms.113.7
Matt,25,34,113,8,4,sahidica.matthew.25.34,sahidic.psalms.113.8
Matt,25,34,113,9,4,sahidica.matthew.25.34,sahidic.psalms.113.9
Matt,25,34,113,10,4,sahidica.matthew.25.34,sahidic.psalms.113.10
Matt,25,34,113,11,4,sahidica.matthew.25.34,sahidic.psalms.113.11
Matt,25,34,113,12,4,sahidica.matthew.25.34,sahidic.psalms.113.12
Matt,25,34,113,13,4,sahidica.matthew.25.34,sahidic.psalms.113.13
Matt,25,34,113,14,4,sahidica.matthew.25.34,sahidic.psalms.113.14
Matt,25,34,113,15,4,sahidica.matthew.25.34,sahidic.psalms.113.15
Matt,25,34,113,16,4,sahidica.matthew.25.34,sahidic.psalms.113.16
Matt,25,34,113,17,4,sahidica.matthew.25.34,sahidic.psalms.113.17
Matt,25,34,113,18,4,sahidica.matthew.25.34,sahidic.psalms.113.18
Matt,25,34,113,19,4,sahidica.matthew.25.34,sahidic.psalms.113.19
Matt,25,34,113,20,4,sahidica.matthew.25.34,sahidic.psalms.113.20
Matt,25,34,113,21,4,sahidica.matthew.25.34,sahidic.psalms.113.21
Matt,25,34,113,22,4,sahidica.matthew.25.34,sahidic.psalms.113.22
Matt,25,34,113,23,4,sahidica.matthew.25.34,sahidic.psalms.113.23
Matt,25,34,113,24,4,sahidica.matthew.25.34,sahidic.psalms.113.24
Matt,25,34,113,25,4,sahidica.matthew.25.34,sahidic.psalms.113.25
Matt,25,34,113,26,4,sahidica.matthew.25.34,sahidic.psalms.113.26
Matt,25,45,104,15,4,sahidica.matthew.25.45,sahidic.psalms.104.15
Matt,26,7,132,2,4,sahidica.matthew.26.7,sahidic.psalms.132.2
Matt,26,24,54,15,4,sahidica.matthew.26.24,sahidic.psalms.54.15
Matt,26,24,54,23,4,sahidica.matthew.26.24,sahidic.psalms.54.23
Matt,26,27,114,1,4,sahidica.matthew.26.27,sahidic.psalms.114.1
Matt,26,27,114,2,4,sahidica.matthew.26.27,sahidic.psalms.114.2
Matt,26,27,114,3,4,sahidica.matthew.26.27,sahidic.psalms.114.3
Matt,26,27,114,4,4,sahidica.matthew.26.27,sahidic.psalms.114.4
Matt,26,27,114,5,4,sahidica.matthew.26.27,sahidic.psalms.114.5
Matt,26,27,114,6,4,sahidica.matthew.26.27,sahidic.psalms.114.6
Matt,26,27,114,7,4,sahidica.matthew.26.27,sahidic.psalms.114.7
Matt,26,27,114,8,4,sahidica.matthew.26.27,sahidic.psalms.114.8
Matt,26,27,114,9,4,sahidica.matthew.26.27,sahidic.psalms.114.9
Matt,26,27,115,1,4,sahidica.matthew.26.27,sahidic.psalms.115.1
Matt,26,27,115,2,4,sahidica.matthew.26.27,sahidic.psalms.115.2
Matt,26,27,115,3,4,sahidica.matthew.26.27,sahidic.psalms.115.3
Matt,26,27,115,4,4,sahidica.matthew.26.27,sahidic.psalms.115.4
Matt,26,27,115,5,4,sahidica.matthew.26.27,sahidic.psalms.115.5
Matt,26,27,115,6,4,sahidica.matthew.26.27,sahidic.psalms.115.6
Matt,26,27,115,7,4,sahidica.matthew.26.27,sahidic.psalms.115.7
Matt,26,27,115,8,4,sahidica.matthew.26.27,sahidic.psalms.115.8
Matt,26,27,115,9,4,sahidica.matthew.26.27,sahidic.psalms.115.9
Matt,26,27,115,10,4,sahidica.matthew.26.27,sahidic.psalms.115.10
Matt,26,50,40,9,4,sahidica.matthew.26.50,sahidic.psalms.40.9
Matt,26,50,54,13,4,sahidica.matthew.26.50,sahidic.psalms.54.13
Matt,26,50,54,14,4,sahidica.matthew.26.50,sahidic.psalms.54.14
Matt,26,52,54,23,4,sahidica.matthew.26.52,sahidic.psalms.54.23
Matt,26,54,68,1,4,sahidica.matthew.26.54,sahidic.psalms.68.1
Matt,26,54,68,2,4,sahidica.matthew.26.54,sahidic.psalms.68.2
Matt,26,54,68,3,4,sahidica.matthew.26.54,sahidic.psalms.68.3
Matt,26,54,68,4,4,sahidica.matthew.26.54,sahidic.psalms.68.4
Matt,26,54,68,5,4,sahidica.matthew.26.54,sahidic.psalms.68.5
